# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /rhome/arajewski/bigdata/Datura/3_Flye/assembly.fasta -o Dstr_v1.0 -l /srv/projects/db/BUSCO/v9/embryophyta_odb9/ -m genome -c 16 -sp arabidopsis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG0936011U	Complete	contig_12688	16456	25719	1342.2	876
EOG0936011V	Complete	contig_6424	91293	104617	1676.7	945
EOG09360146	Complete	contig_10363	43033	46208	1524.5	830
EOG09360155	Complete	contig_919	159766	172918	1183.3	658
EOG0936015N	Complete	contig_9697	59720	66086	1377.6	959
EOG0936017C	Complete	contig_10029	31661	40605	1649.6	831
EOG0936017K	Missing
EOG09360199	Missing
EOG0936019N	Duplicated	contig_472	7110	11141	781.4	772
EOG0936019N	Duplicated	contig_7270	72412	75753	763.8	773
EOG0936019X	Missing
EOG093601AL	Complete	contig_9291	47104	53276	1961.0	940
EOG093601AN	Complete	contig_1009	213231	230228	1009.8	751
EOG093601CE	Complete	contig_10441	13486	23629	1523.7	843
EOG093601CM	Complete	contig_12112	102936	120152	641.8	524
EOG093601CX	Complete	contig_8310	247659	252140	1396.9	898
EOG093601DT	Complete	contig_6506	163403	176860	733.0	480
EOG093601FF	Missing
EOG093601FH	Complete	contig_480	127741	142114	1877.2	1064
EOG093601G4	Complete	contig_685	61158	65292	1322.7	733
EOG093601IB	Complete	contig_15715	11926	16037	1256.3	800
EOG093601IL	Complete	contig_5047	71230	87829	1686.8	982
EOG093601IV	Complete	contig_13527	98290	112295	1052.1	595
EOG093601IY	Complete	contig_8930	5203	11751	1106.6	780
EOG093601KV	Complete	contig_6869	12966	19908	1448.6	833
EOG093601KY	Complete	contig_2657	98403	101560	1362.8	762
EOG093601LZ	Complete	contig_6001	392690	410057	431.9	289
EOG093601M6	Complete	contig_9451	1	11371	1032.4	718
EOG093601MF	Complete	contig_6114	82416	90589	1928.6	1100
EOG093601MT	Complete	contig_9164	349933	357005	930.1	736
EOG093601NK	Complete	contig_3572	18988	29203	1439.9	817
EOG093601NU	Complete	scaffold_12984	317543	325129	1479.2	922
EOG093601OK	Missing
EOG093601PF	Duplicated	contig_16204	35299	46015	1592.4	809
EOG093601PF	Duplicated	contig_5302	386967	402557	1640.0	841
EOG093601PJ	Complete	contig_6987	121211	132481	1646.8	850
EOG093601PV	Missing
EOG093601Q7	Fragmented	contig_2434	288662	302483	448.2	488
EOG093601QL	Complete	contig_1876	168761	181867	1430.7	850
EOG093601SL	Complete	contig_14217	253459	273381	1713.9	1204
EOG093601SQ	Complete	contig_13721	281064	288293	1359.4	747
EOG093601T9	Complete	contig_16741	150026	159418	1131.1	586
EOG093601TO	Complete	contig_9982	13136	23698	1417.6	721
EOG093601TR	Complete	contig_12763	26457	31450	1130.2	785
EOG093601U2	Missing
EOG093601UA	Complete	contig_5049	212967	221182	1206.5	687
EOG093601UC	Complete	contig_13615	28920	37906	1383.5	720
EOG093601V0	Complete	contig_1452	176255	199238	1231.7	732
EOG093601VD	Complete	contig_841	51188	54682	1333.5	763
EOG093601WC	Complete	contig_15360	83515	98651	1155.8	811
EOG093601XR	Complete	contig_3921	19333	27623	843.6	513
EOG093601Y2	Missing
EOG093601Y6	Complete	contig_11686	62200	64981	1233.7	775
EOG09360205	Complete	contig_16003	53298	56529	1157.1	720
EOG0936020C	Complete	scaffold_11721	131097	135400	1159.2	665
EOG0936020T	Complete	scaffold_11721	202402	208992	1608.3	806
EOG0936021K	Complete	contig_560	406940	410006	1119.7	736
EOG09360236	Complete	contig_6001	460808	471836	973.9	661
EOG0936023S	Complete	contig_4680	33219	52287	860.3	822
EOG0936024P	Complete	contig_13203	37840	48074	1328.9	744
EOG0936024U	Complete	contig_4121	45519	59310	1082.8	694
EOG09360254	Complete	contig_3056	133302	138467	1118.6	696
EOG09360259	Complete	contig_1459	55808	58524	1167.2	684
EOG0936025H	Duplicated	contig_1626	152566	158053	1277.5	709
EOG0936025H	Duplicated	contig_841	64694	70238	1263.3	713
EOG0936025L	Complete	contig_6573	233930	242571	1245.4	792
EOG0936026P	Complete	contig_8804	7156	10871	999.7	701
EOG0936026R	Complete	contig_2656	376308	387249	798.1	678
EOG0936026Z	Complete	contig_6518	56748	59536	1068.1	692
EOG0936027I	Complete	contig_5127	85377	88217	1083.4	654
EOG0936028K	Complete	contig_5918	25884	33619	1069.0	728
EOG0936028O	Complete	contig_1599	155757	182089	1249.8	825
EOG0936028V	Complete	contig_1594	87778	92246	1054.3	699
EOG09360296	Complete	contig_2434	186311	211160	1650.8	821
EOG093602A0	Complete	contig_15601	142756	150339	1503.9	748
EOG093602C3	Complete	scaffold_3858	112818	116702	984.5	605
EOG093602CL	Complete	contig_7620	42675	59703	972.4	685
EOG093602E8	Complete	contig_13721	78263	103815	1347.5	694
EOG093602EO	Complete	contig_13690	55549	68103	1454.4	744
EOG093602EU	Complete	contig_2131	294176	309263	1380.6	768
EOG093602F2	Complete	contig_5782	168265	174946	1015.6	556
EOG093602FO	Complete	contig_480	157136	160169	1216.3	720
EOG093602GP	Missing
EOG093602H1	Complete	contig_6573	47545	56779	1375.2	661
EOG093602HL	Complete	contig_13527	325554	333727	1374.3	694
EOG093602I0	Complete	contig_15486	70281	84076	1500.5	827
EOG093602IG	Complete	contig_6001	222191	230620	1278.4	781
EOG093602K0	Complete	contig_3868	316654	341312	1034.2	651
EOG093602KH	Complete	contig_15151	194455	199416	1332.7	689
EOG093602KV	Complete	contig_6129	1	4454	568.0	402
EOG093602LT	Complete	contig_6374	15723	23395	201.9	622
EOG093602MY	Complete	contig_4625	2325	31371	990.6	637
EOG093602N6	Complete	contig_2335	33306	37895	866.5	491
EOG093602O1	Complete	contig_580	113714	118551	504.6	415
EOG093602OJ	Complete	contig_11075	55698	59622	956.5	669
EOG093602PW	Complete	contig_10675	27373	31144	921.1	652
EOG093602QH	Complete	contig_6375	253577	256717	1208.6	651
EOG093602QV	Complete	contig_4663	26840	32669	1444.3	699
EOG093602RY	Complete	scaffold_331	118493	125756	1383.8	707
EOG093602S0	Complete	contig_10031	8896	24451	1051.9	607
EOG093602SP	Complete	contig_12264	21836	37412	686.5	634
EOG093602SW	Complete	contig_2573	30507	33091	945.7	652
EOG093602T8	Complete	contig_11619	157665	162577	899.2	503
EOG093602TY	Complete	contig_6043	2616	27171	1147.7	655
EOG093602U5	Complete	contig_9482	27463	30168	1191.1	663
EOG093602UL	Complete	contig_10675	109475	112034	1255.7	656
EOG093602V4	Missing
EOG093602VC	Complete	contig_7580	44637	48347	1177.8	637
EOG093602VE	Missing
EOG093602VI	Complete	contig_4253	95849	98628	1150.7	648
EOG093602WA	Complete	contig_3599	52957	55531	1058.2	669
EOG093602X4	Complete	contig_16012	250582	255506	893.6	642
EOG093602XV	Complete	contig_7738	57861	62097	980.5	616
EOG093602XZ	Complete	contig_4463	123624	126485	1141.5	685
EOG093602Y5	Missing
EOG093602Y9	Complete	contig_8113	48681	57235	1138.5	641
EOG093602YD	Complete	contig_11711	227439	232809	1052.6	640
EOG093602Z8	Complete	contig_5302	422550	436324	1201.9	629
EOG093602ZN	Complete	contig_7713	21090	28649	954.9	596
EOG09360300	Missing
EOG09360317	Complete	contig_5929	293090	304819	1357.1	641
EOG0936031D	Complete	contig_6317	3425	10641	988.2	679
EOG0936031Y	Complete	contig_14074	219073	222715	1323.0	786
EOG0936032C	Complete	contig_2325	167407	174114	337.0	473
EOG0936032P	Missing
EOG0936033H	Complete	contig_16330	63182	70044	993.4	691
EOG0936033V	Complete	contig_6237	247850	268810	1153.5	668
EOG09360353	Complete	contig_3238	65871	70967	1123.8	693
EOG09360358	Complete	contig_4634	47304	55545	1070.4	597
EOG0936035H	Complete	contig_665	76953	79770	965.1	549
EOG0936035T	Complete	contig_2147	92840	98728	1345.8	721
EOG0936035U	Complete	contig_6524	8878	14911	1040.1	559
EOG0936036G	Complete	contig_11494	157630	180988	978.3	638
EOG0936036H	Complete	contig_12249	31118	33962	1259.9	702
EOG0936036V	Complete	contig_11494	6638	16621	1107.3	800
EOG0936037E	Complete	scaffold_8610	2184	4951	939.3	506
EOG0936037T	Missing
EOG0936037Y	Fragmented	contig_14217	1	8712	294.8	215
EOG09360383	Complete	contig_3109	5358	31751	869.7	585
EOG0936038D	Complete	contig_4067	306781	314122	1435.8	664
EOG0936038M	Missing
EOG0936038S	Complete	contig_4117	379139	385831	1199.1	621
EOG0936038Z	Complete	contig_4166	341371	347339	1146.7	725
EOG09360391	Complete	contig_10116	3166	9355	1021.9	586
EOG09360394	Missing
EOG093603DJ	Complete	contig_5464	28788	46031	1040.2	573
EOG093603DO	Complete	contig_13065	50906	53639	1137.6	988
EOG093603EX	Missing
EOG093603F5	Complete	contig_5652	91218	97013	1217.0	744
EOG093603FC	Complete	contig_2546	327572	340058	1217.8	655
EOG093603FG	Missing
EOG093603FS	Complete	contig_3962	173298	181679	1032.7	634
EOG093603GP	Complete	contig_11126	78870	81277	1162.1	623
EOG093603H7	Complete	contig_14195	162586	166727	952.8	602
EOG093603HD	Complete	contig_3845	67339	73166	1193.9	604
EOG093603I2	Complete	contig_6684	129118	133171	982.9	558
EOG093603IB	Complete	contig_338	132309	151472	963.2	683
EOG093603IM	Complete	contig_2724	203739	206514	1033.2	630
EOG093603J1	Complete	contig_11862	23484	30597	1222.4	650
EOG093603J5	Complete	contig_3897	539981	544322	919.6	626
EOG093603JD	Duplicated	contig_5576	151001	153564	588.4	634
EOG093603JD	Duplicated	contig_6218	122555	125278	573.4	633
EOG093603JD	Duplicated	contig_9041	32709	36488	577.7	639
EOG093603K3	Complete	contig_14649	59501	67876	1087.0	621
EOG093603K7	Missing
EOG093603K9	Complete	contig_13054	75974	95964	1177.0	859
EOG093603KJ	Complete	contig_6218	54862	57358	994.0	611
EOG093603LQ	Missing
EOG093603M5	Complete	contig_8280	13598	31441	1256.3	612
EOG093603MT	Complete	contig_393	27610	57307	1037.7	572
EOG093603NH	Complete	contig_9164	140479	150333	1130.7	573
EOG093603OJ	Complete	contig_542	532713	537895	879.5	565
EOG093603OL	Complete	contig_10849	66	48902	1256.1	755
EOG093603OR	Missing
EOG093603OV	Complete	contig_10732	40970	47547	1090.7	636
EOG093603PK	Complete	contig_2063	4976	32441	556.4	462
EOG093603PO	Complete	contig_10905	33907	47005	1044.2	610
EOG093603PW	Complete	contig_9132	218815	230276	955.1	536
EOG093603QH	Complete	contig_10681	279089	292505	1217.7	783
EOG093603QQ	Complete	contig_5642	48675	56675	1124.8	600
EOG093603QT	Complete	contig_14525	156364	158550	1018.8	578
EOG093603RD	Complete	contig_11343	114964	123400	953.6	566
EOG093603RW	Complete	contig_1421	182165	189956	1024.5	636
EOG093603SM	Complete	contig_7125	62895	68240	1015.3	602
EOG093603SR	Complete	contig_537	96390	110636	963.1	501
EOG093603SX	Complete	contig_5777	181596	184446	996.4	617
EOG093603T3	Complete	contig_5302	177642	181424	1089.0	642
EOG093603TE	Missing
EOG093603UO	Missing
EOG093603UU	Complete	contig_3162	140794	179919	827.4	441
EOG093603UW	Complete	contig_6375	222326	226867	624.1	619
EOG093603VH	Complete	contig_2434	314574	333591	1068.4	869
EOG093603VX	Complete	contig_10613	247843	252011	842.3	470
EOG093603VZ	Missing
EOG093603W4	Missing
EOG093603W7	Complete	contig_6554	36620	51972	1230.8	574
EOG093603WH	Complete	contig_15	19379	22229	1047.4	665
EOG093603WZ	Complete	contig_2691	25341	35937	1042.5	572
EOG093603XJ	Missing
EOG093603XO	Complete	contig_9557	176664	183973	665.1	537
EOG093603YN	Complete	contig_2750	25130	40551	1191.7	757
EOG093603Z1	Complete	contig_12668	84408	97757	1060.9	680
EOG093603ZW	Complete	contig_14318	294011	297650	918.0	547
EOG0936040G	Complete	contig_9265	43487	48055	1126.8	631
EOG0936041E	Complete	contig_5302	184525	186489	821.5	509
EOG0936041M	Missing
EOG0936041Q	Missing
EOG0936041Y	Fragmented	contig_4635	108662	114978	1025.6	535
EOG09360424	Complete	contig_1822	267851	271728	879.0	574
EOG0936042H	Complete	contig_4420	325106	344388	612.0	431
EOG0936042R	Missing
EOG09360439	Complete	contig_278	69622	83457	1029.6	559
EOG0936043P	Complete	contig_6987	45488	52902	913.2	549
EOG0936043U	Complete	contig_1092	340431	347195	1255.6	553
EOG0936044V	Duplicated	contig_4036	87499	93361	886.5	551
EOG0936044V	Duplicated	contig_4817	17484	23346	886.5	551
EOG0936045K	Complete	contig_7296	541	3083	869.5	544
EOG0936046G	Complete	contig_3206	71768	75407	1050.3	568
EOG0936047E	Complete	contig_11126	101156	108156	971.5	480
EOG0936048K	Complete	contig_14318	273803	285572	1001.2	530
EOG09360490	Complete	contig_6358	46931	51385	1067.5	664
EOG0936049L	Complete	contig_4358	478100	480289	970.8	567
EOG093604AJ	Complete	contig_2895	37334	44140	748.8	524
EOG093604B8	Missing
EOG093604BC	Complete	contig_5427	20233	28481	1192.2	546
EOG093604C7	Missing
EOG093604CE	Complete	contig_11619	163239	171268	758.1	505
EOG093604D2	Complete	contig_11343	150018	153224	1162.2	743
EOG093604D4	Complete	contig_13877	88960	108466	905.0	536
EOG093604D9	Complete	contig_14836	195838	214291	1211.5	646
EOG093604DG	Complete	contig_3853	212041	216456	980.5	575
EOG093604DM	Complete	contig_16482	25452	31510	634.0	476
EOG093604F0	Complete	contig_2949	65061	68651	415.8	401
EOG093604F6	Complete	contig_9541	122228	133056	878.9	590
EOG093604FE	Complete	contig_8992	95907	100377	1150.7	601
EOG093604FM	Complete	contig_2734	240240	255085	983.4	610
EOG093604HB	Complete	contig_2599	60727	67739	1163.7	623
EOG093604HD	Complete	contig_15151	2456	5205	807.5	482
EOG093604HI	Missing
EOG093604HK	Complete	contig_10640	23189	26057	819.6	529
EOG093604HV	Complete	contig_3897	381321	383368	907.5	535
EOG093604IO	Complete	contig_15389	258486	261728	759.0	477
EOG093604JQ	Complete	contig_3996	89443	93103	1053.2	621
EOG093604JS	Complete	contig_3869	16085	21493	1131.7	539
EOG093604JV	Complete	contig_6223	26270	32243	1116.6	644
EOG093604K0	Complete	contig_13477	71715	83458	687.5	423
EOG093604KN	Complete	contig_547	8	3014	436.5	292
EOG093604LD	Complete	contig_1010	119599	126299	812.0	559
EOG093604LM	Complete	contig_560	368561	380932	1216.5	808
EOG093604MP	Complete	scaffold_12984	118445	125439	1053.4	515
EOG093604MW	Complete	contig_1009	159553	178171	1007.4	531
EOG093604MY	Complete	contig_1038	2744	16631	827.8	434
EOG093604NO	Complete	contig_8276	130674	140545	1129.6	558
EOG093604OT	Complete	contig_6869	259618	265754	946.0	548
EOG093604P1	Missing
EOG093604P6	Complete	contig_6869	52722	67659	1032.8	544
EOG093604PT	Missing
EOG093604PU	Complete	contig_5843	41245	57877	1136.7	541
EOG093604QJ	Complete	contig_12842	3376	13073	1099.8	602
EOG093604R2	Complete	contig_834	15694	27867	1383.2	807
EOG093604R6	Complete	contig_11068	33298	35413	689.2	451
EOG093604R7	Missing
EOG093604RL	Complete	contig_3962	47260	61514	627.1	760
EOG093604SP	Complete	contig_3361	325170	338044	419.5	544
EOG093604T4	Complete	contig_4973	88786	91411	1043.3	490
EOG093604TP	Complete	contig_1326	256908	264355	808.4	762
EOG093604TS	Missing
EOG093604U7	Complete	contig_5739	95843	108004	890.0	522
EOG093604UF	Complete	contig_981	139481	142159	741.2	505
EOG093604V6	Complete	contig_12282	20566	23659	777.0	505
EOG093604VR	Complete	contig_1326	306325	314523	390.6	475
EOG093604W6	Missing
EOG093604WD	Complete	contig_417	33424	43845	971.3	489
EOG093604WH	Complete	contig_15511	41706	45551	980.4	530
EOG093604WU	Complete	contig_10681	242668	250111	666.1	530
EOG093604X5	Complete	contig_8040	37391	61449	827.3	472
EOG093604XX	Complete	contig_3996	73244	80263	660.3	412
EOG093604Y6	Fragmented	contig_7135	40187	68173	916.9	487
EOG093604YC	Complete	contig_13036	265530	279525	878.7	483
EOG093604YI	Complete	contig_8350	24102	32079	873.8	485
EOG093604YO	Complete	contig_364	232139	238983	1019.8	546
EOG093604Z0	Complete	contig_3133	85426	88081	766.6	468
EOG093604ZI	Complete	contig_14883	197776	202757	821.6	569
EOG093604ZR	Missing
EOG0936051T	Complete	contig_921	79766	100506	877.6	447
EOG09360525	Complete	contig_6373	134433	142956	1099.6	491
EOG0936052S	Complete	contig_13901	410436	415996	804.0	514
EOG0936053E	Complete	contig_5747	330050	336494	760.0	489
EOG0936053F	Missing
EOG09360541	Missing
EOG09360548	Complete	contig_5478	1	59841	774.7	432
EOG0936054G	Complete	contig_12274	24396	26757	965.6	526
EOG09360557	Complete	contig_4999	97140	104415	1054.7	517
EOG09360558	Complete	contig_16358	9501	17891	200.8	428
EOG0936055I	Complete	scaffold_3858	625043	635725	735.0	551
EOG0936055R	Complete	contig_13013	257471	274594	575.7	669
EOG0936056C	Duplicated	contig_15001	233244	240371	946.5	479
EOG0936056C	Duplicated	contig_2290	99154	104501	963.6	474
EOG0936056J	Complete	contig_6348	328622	337210	890.3	616
EOG0936057B	Complete	contig_5328	114332	142656	460.5	394
EOG09360595	Complete	contig_1822	200736	209079	866.2	620
EOG0936059C	Missing
EOG0936059L	Complete	contig_5440	64429	73131	897.2	523
EOG093605A0	Complete	contig_1024	53483	57265	595.9	714
EOG093605AK	Complete	contig_2217	55991	65117	1120.2	580
EOG093605BP	Complete	contig_3653	83678	102411	1070.5	679
EOG093605BU	Complete	contig_1009	99741	104569	1053.8	632
EOG093605C3	Complete	contig_14883	70465	72885	952.8	543
EOG093605CQ	Complete	contig_6237	35583	38341	729.2	480
EOG093605DD	Missing
EOG093605DE	Complete	contig_2325	44953	50952	969.2	591
EOG093605DF	Missing
EOG093605DG	Duplicated	contig_10681	203817	209631	1047.5	531
EOG093605DG	Duplicated	contig_11555	4626	8720	1018.6	531
EOG093605E3	Complete	contig_7451	105976	110206	996.6	560
EOG093605E8	Complete	contig_14892	5626	11570	775.9	434
EOG093605E9	Complete	contig_5929	327078	331985	914.8	499
EOG093605FL	Complete	contig_2727	165079	169788	463.5	420
EOG093605GO	Complete	scaffold_331	177173	179706	961.8	623
EOG093605I3	Complete	contig_9247	82507	85842	940.7	617
EOG093605IQ	Complete	contig_5044	110893	117866	944.7	552
EOG093605IT	Complete	contig_8671	15517	21518	1085.9	727
EOG093605J6	Complete	contig_13508	6545	13621	985.6	493
EOG093605K4	Complete	contig_560	634311	649859	481.2	428
EOG093605M5	Complete	contig_14461	13914	29049	1038.1	562
EOG093605ME	Complete	contig_4093	79304	82670	851.4	466
EOG093605MM	Missing
EOG093605MS	Complete	contig_580	235179	240383	717.8	478
EOG093605MY	Complete	contig_9760	103373	105896	1073.5	610
EOG093605NL	Complete	scaffold_11721	89113	101393	660.4	405
EOG093605OJ	Complete	contig_560	426179	429086	740.6	529
EOG093605OT	Missing
EOG093605PB	Missing
EOG093605PH	Complete	contig_5245	38019	52325	419.9	395
EOG093605PR	Complete	contig_2657	192948	199267	679.9	550
EOG093605PS	Complete	contig_9866	49230	55817	868.0	486
EOG093605QW	Complete	contig_5971	225636	229270	869.5	440
EOG093605R5	Missing
EOG093605RH	Complete	contig_5425	60838	63557	897.8	564
EOG093605RL	Complete	contig_7944	65379	74402	1057.9	504
EOG093605SE	Complete	contig_1939	51102	55863	280.5	370
EOG093605T0	Complete	contig_6498	193358	202970	972.1	507
EOG093605TB	Complete	contig_2656	349355	357340	765.2	511
EOG093605TG	Complete	contig_7913	206472	234384	998.6	493
EOG093605TN	Missing
EOG093605TV	Complete	contig_13527	425245	432674	671.8	412
EOG093605UA	Complete	contig_7998	40414	43526	838.0	499
EOG093605UB	Complete	contig_547	324757	326801	732.7	441
EOG093605UZ	Complete	contig_5739	147489	153028	862.4	481
EOG093605VA	Missing
EOG093605VH	Complete	contig_8276	89443	104686	1097.0	550
EOG093605XN	Missing
EOG093605XW	Duplicated	contig_5336	24565	40616	324.3	498
EOG093605XW	Duplicated	contig_9826	395745	401634	318.5	341
EOG093605Y2	Complete	contig_4001	90869	93740	878.1	538
EOG093605YJ	Complete	contig_8108	106381	132529	1008.9	554
EOG093605YX	Complete	contig_3897	510724	514423	759.3	434
EOG093605ZP	Complete	contig_12735	38098	48520	1033.9	493
EOG09360604	Complete	contig_14195	147692	149797	628.0	461
EOG09360607	Complete	contig_3897	179025	181443	904.3	494
EOG0936060Z	Missing
EOG0936061C	Missing
EOG0936063C	Complete	contig_16474	2111	4534	566.2	584
EOG09360640	Complete	contig_7754	1	2411	986.3	507
EOG0936064Q	Complete	contig_3805	122021	125834	746.2	424
EOG0936065V	Complete	contig_14460	26480	66514	539.4	372
EOG0936066R	Complete	contig_3868	350660	358425	958.2	504
EOG0936066T	Complete	contig_5227	135387	143062	1115.9	605
EOG0936066Y	Complete	contig_3325	57981	68668	832.5	400
EOG09360676	Complete	contig_12402	131912	136830	901.7	470
EOG09360677	Complete	contig_6524	70557	81834	859.4	473
EOG09360679	Complete	contig_9298	1	8321	715.9	417
EOG0936067H	Missing
EOG0936068L	Complete	contig_7696	3316	22631	1011.9	472
EOG0936068S	Complete	contig_6969	146598	148776	639.8	447
EOG0936069Q	Missing
EOG0936069S	Missing
EOG0936069X	Complete	contig_1993	198763	210243	852.3	451
EOG093606A7	Complete	contig_5049	80414	85539	993.7	477
EOG093606AC	Complete	contig_12206	23592	25506	740.2	442
EOG093606C9	Complete	contig_11074	188008	204098	940.6	528
EOG093606CH	Fragmented	scaffold_4354	237604	248562	707.1	336
EOG093606CI	Complete	contig_2952	747869	753003	1010.6	484
EOG093606CK	Missing
EOG093606D1	Complete	contig_1876	62709	72736	916.7	557
EOG093606G1	Complete	contig_9092	102102	108448	893.0	424
EOG093606G2	Complete	contig_2147	32709	34849	872.8	484
EOG093606GA	Complete	contig_13527	374479	376560	772.1	437
EOG093606K5	Missing
EOG093606KG	Complete	contig_9301	271189	282085	616.9	393
EOG093606KR	Complete	contig_2439	47200	53097	1013.9	568
EOG093606L0	Complete	contig_5495	15780	34981	459.5	444
EOG093606L8	Complete	contig_13989	41024	43907	491.0	398
EOG093606LZ	Missing
EOG093606MV	Missing
EOG093606MY	Complete	contig_1370	490004	506853	1146.3	615
EOG093606N3	Complete	contig_4783	104155	108513	902.8	433
EOG093606NA	Complete	contig_6193	82146	90259	881.3	462
EOG093606ND	Complete	contig_4420	244842	252764	516.4	367
EOG093606NL	Missing
EOG093606O6	Complete	contig_5302	416599	420303	942.7	557
EOG093606O8	Missing
EOG093606O9	Fragmented	contig_11548	1	1761	369.7	176
EOG093606OC	Complete	contig_5431	191529	210323	1727.1	907
EOG093606Q8	Missing
EOG093606QR	Complete	contig_8496	36505	40040	755.2	469
EOG093606RM	Missing
EOG093606RP	Complete	contig_9452	96362	105776	388.0	212
EOG093606S1	Complete	contig_2683	23047	30525	883.1	503
EOG093606ST	Complete	contig_7603	13095	18941	775.7	440
EOG093606SW	Complete	contig_10171	28920	60597	744.3	441
EOG093606T7	Complete	scaffold_2884	67617	78897	941.9	528
EOG093606UJ	Complete	contig_10310	41040	44737	656.7	398
EOG093606UT	Complete	contig_6699	47320	52441	764.0	408
EOG093606VV	Missing
EOG093606VY	Complete	contig_11550	203663	205520	726.9	403
EOG093606W4	Duplicated	contig_9826	434682	442091	529.9	484
EOG093606W4	Duplicated	contig_9826	442383	450941	539.4	462
EOG093606YS	Complete	contig_2251	381222	387256	775.2	433
EOG093606ZH	Missing
EOG093606ZK	Complete	contig_10314	73034	75585	718.3	450
EOG0936070D	Complete	contig_14962	33234	45494	948.2	466
EOG0936070W	Duplicated	contig_797	145319	154280	731.0	481
EOG0936070W	Duplicated	contig_8038	41650	52514	763.1	501
EOG0936070W	Duplicated	contig_9216	7876	11208	727.2	492
EOG0936071Y	Missing
EOG09360720	Complete	contig_9041	23189	32140	910.4	437
EOG09360725	Complete	contig_14273	23790	34994	517.0	413
EOG0936072X	Complete	contig_5328	100187	104006	701.3	387
EOG0936072Y	Duplicated	contig_1882	33106	42442	923.8	463
