#seq_name	length	coverage	circular	repeat	mult	telomere	graph_path
contig_72	40767	3	-	-	1	both	72
contig_73	76246	3	-	-	1	none	9790,-11920,-11920,-11920,-3308,9360,12107,12107,12107,-11920,-11920,-11920,73
contig_74	62505	3	-	-	1	both	74
contig_75	28452	3	-	-	1	none	75,15268
contig_76	55518	3	-	-	1	left	76
contig_77	129555	4	-	-	1	right	14034,15498,3703,8624,77
contig_79	216111	3	-	-	1	left	79
contig_80	106044	5	-	-	1	left	80,-16554,-16554,-16554,-16554,-16554,-16554,-16554,-11818
contig_82	221816	7	-	-	1	right	-9346,495,-9346,495,82
contig_83	93724	5	-	-	1	both	-1011,83
contig_84	122929	3	-	-	1	none	-12575,605,84,-8264
contig_85	72937	6	-	-	1	right	16529,16529,16529,16529,16529,16529,85
contig_86	43109	3	-	-	1	right	17113,17113,17113,17113,17113,17113,17113,17113,17113,86
contig_87	52339	4	-	-	1	right	87
contig_88	43995	5	-	-	1	both	88
contig_89	94646	3	-	-	1	right	-15751,-15751,-15751,-15751,-15751,-15751,-15751,-15751,-15751,-15751,89
contig_90	59278	5	-	-	1	both	90
contig_91	7667	3	-	-	1	both	91
contig_92	176327	5	-	-	1	right	-1574,15054,92
contig_93	18036	3	-	-	1	right	-2165,93
contig_94	313845	4	-	-	1	both	94
contig_97	62180	4	-	-	1	both	97
contig_98	54598	5	-	-	1	both	98
contig_99	48797	4	-	-	1	both	99
contig_100	32873	6	-	-	1	right	100
contig_102	17128	3	-	-	1	both	102
contig_103	94042	4	-	-	1	right	10517,103,-12391
contig_105	32291	4	-	-	1	left	105,-8174,1513,-6717,-8174
contig_106	22851	5	-	-	1	right	106
contig_107	123652	4	-	-	1	left	107
contig_110	52720	3	-	-	1	both	110
contig_111	43447	7	-	-	1	right	111
contig_112	140488	4	-	-	1	both	112
contig_113	87977	4	-	-	1	both	113
contig_114	110927	4	-	-	1	none	-11972,114
contig_115	122897	5	-	-	1	none	115,16297,-12386,-12386,-5417,15735,15735,15735,9246,5343,-12749,-9238
contig_116	43716	4	-	-	1	left	116,11931
contig_117	59094	4	-	-	1	right	9228,117
contig_118	180502	7	-	-	1	right	11406,7308,11406,15610,118
contig_119	45337	5	-	-	1	left	119
contig_120	7817	5	+	-	1	none	120
contig_121	159591	3	-	-	1	both	121,-643
contig_122	95494	3	-	-	1	both	122
contig_123	273735	7	-	-	1	right	-6851,123
contig_124	44054	3	-	-	1	left	124
contig_126	82242	5	-	-	1	right	3949,3949,4792,4792,4792,15999,-7802,-15150,3949,3949,126
contig_127	197796	6	-	-	1	both	13609,13609,127
contig_128	48232	4	-	-	1	both	128
contig_129	16677	4	-	-	1	right	129
contig_130	29907	4	-	-	1	left	130,10117,11920,11133,11133,-12107
contig_131	82917	4	-	-	1	left	131
contig_132	32742	4	-	-	1	both	132
contig_133	25519	3	-	-	1	left	133
contig_135	167091	4	-	-	1	none	-6122,135
contig_138	108657	3	-	-	1	none	-11133,-11133,-11133,138
contig_139	74724	5	-	-	1	both	139
contig_141	75413	3	-	-	1	left	141,-14697,5373,-14697,5373,-14697
contig_142	105496	3	-	-	1	both	142
contig_143	101303	5	-	-	1	both	-10077,143
contig_146	71580	2	-	-	1	left	146
contig_147	104676	4	-	-	1	right	14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,147
contig_148	53049	3	-	-	1	both	148,-3564
contig_149	109319	4	-	-	1	none	149
contig_151	65484	4	-	-	1	left	151
contig_152	14559	4	-	-	1	left	152
contig_153	153046	6	-	-	1	right	4345,4345,4345,4345,4345,4345,4345,6976,-2397,-2397,-2397,-2397,-2397,-2397,153
contig_154	59932	4	-	-	1	right	154
contig_155	78787	3	-	-	1	left	155
contig_156	83808	3	-	-	1	none	-8720,156
contig_159	83735	3	-	-	1	left	159
contig_161	82841	4	-	-	1	none	16570,16317,161,7733
contig_163	99314	4	-	-	1	right	-3860,12727,163
contig_164	127557	4	-	-	1	both	164
contig_166	45590	3	-	-	1	both	166
contig_167	5104	4	-	-	1	both	167
contig_170	21763	3	-	-	1	left	170,1661,-14533
contig_171	126858	4	-	-	1	none	-12428,171
contig_172	166941	5	-	-	1	none	172
contig_173	176416	4	-	-	1	left	173
contig_174	74285	4	-	-	1	left	174,-13475
contig_175	106689	4	-	-	1	both	175
contig_176	57128	3	-	-	1	left	176
contig_177	18342	3	-	-	1	left	177
contig_178	61173	3	-	-	1	left	-13584,178
contig_179	81816	7	-	-	1	left	179
contig_180	176389	4	-	-	1	left	180,14838,5779
contig_181	111513	5	-	-	1	right	181
contig_182	104299	5	-	-	1	right	-7846,182
contig_183	66404	3	-	-	1	left	183
contig_184	95259	5	-	-	1	left	184,-14823
contig_185	42620	4	-	-	1	left	185,14472
contig_186	237672	4	-	-	1	right	186
contig_187	56177	3	-	-	1	right	187
contig_188	83315	3	-	-	1	left	188,4059,16409
contig_192	94333	3	-	-	1	both	192
contig_193	132978	6	-	-	1	right	-8666,9700,193
contig_196	25606	4	-	-	1	both	196
contig_199	174870	3	-	-	1	both	199
contig_200	7415	3	-	-	1	both	200
contig_202	5022	3	-	-	1	none	202
contig_203	203775	2	-	-	1	none	-16277,203,-15054
contig_205	40326	5	-	-	1	both	205
contig_206	76980	3	-	-	1	left	206
contig_207	28279	3	-	-	1	left	207,-13832
contig_209	6970	4	-	-	1	both	209
contig_210	95299	3	-	-	1	right	-2192,210
contig_211	268988	5	-	-	1	right	211
contig_212	162135	3	-	-	1	right	6053,-8295,212
contig_213	98962	4	-	-	1	none	-2971,-8831,-16699,213,-1791,4204
contig_217	72553	4	-	-	1	both	217
contig_218	62288	4	-	-	1	both	218
contig_220	7606	4	-	-	1	both	220
contig_221	41100	3	-	-	1	none	221
contig_222	60291	6	-	-	1	left	222,-204
contig_223	82398	4	-	-	1	right	223
contig_224	14378	8	-	-	1	none	15836,6426,224
contig_225	41891	5	-	-	1	none	10611,225,-16554,-16554,-16554,-16554,-16554,16682
contig_226	56832	3	-	-	1	both	226
contig_227	41565	8	-	-	1	none	961,1510,1163,5791,-4223,227,7130
contig_229	181257	6	-	-	1	both	229
contig_230	174248	5	-	-	1	both	230
contig_231	408036	4	-	-	1	both	231,3414,-14261,-17113,-17113,-17113,-17113,-17113,-17113,-17113,1725,3414,-14261,6404
contig_232	16610	4	-	-	1	none	16892,232,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248
contig_233	34609	5	-	-	1	left	233,2569
contig_234	207647	5	-	-	1	both	234,2221,2221,2221,2221,2221,2221,2221,-7749
contig_235	64339	3	-	-	1	right	775,15894,925,235
contig_236	38650	3	-	-	1	none	236,-16646,11352
contig_237	235653	4	-	-	1	left	237,16839
contig_238	55024	5	-	-	1	none	-15751,-15751,-15751,-15751,-15751,14365,-15751,-15751,-15751,-15751,14365,-15751,238
contig_239	30931	4	-	-	1	left	239
contig_240	64697	3	-	-	1	left	240,16188,-14920,-13788
contig_241	91837	5	-	-	1	none	241,-996,-16554,-5385,-15779
contig_242	6978	4	-	-	1	both	242
contig_243	70188	5	-	-	1	none	243
contig_245	188068	4	-	-	1	left	245,-11766,9618,-13224,15695,-1677,-3527,-7459,-12656,12312,8528,12369,-5101
contig_246	47120	5	-	-	1	right	14724,16529,16529,16529,16529,16529,16529,16529,16529,16529,16529,246
contig_248	49011	3	-	-	1	both	248
contig_249	109115	3	-	-	1	right	-8914,-8914,-831,249
contig_250	54456	4	-	-	1	left	250
contig_253	81546	7	-	-	1	none	253,-8940
contig_255	11061	3	-	-	1	right	255
contig_256	78006	4	-	-	1	right	256
contig_257	95684	3	-	-	1	none	-16109,16390,16010,-16109,257,-16923,-8359,16740
contig_259	56331	6	-	-	1	none	259,-11097
contig_260	159195	4	-	-	1	right	260
contig_261	78071	5	-	-	1	left	261
contig_262	123679	3	-	-	1	right	13594,11530,15873,262
contig_263	36494	6	-	-	1	left	263,11679,15783,14861
contig_264	91296	5	-	-	1	right	264
contig_265	93701	5	-	-	1	left	265,14011,5278
contig_266	100563	3	-	-	1	right	266
contig_267	33519	3	-	-	1	both	568,267
contig_268	30908	4	-	-	1	none	-14788,268
contig_269	84883	3	-	-	1	right	269
contig_270	63503	5	-	-	1	left	270
contig_271	50019	4	-	-	1	both	271
contig_272	100458	3	-	-	1	left	272,-13421
contig_275	145759	4	-	-	1	right	-16637,-1900,275
contig_276	90425	3	-	-	1	both	276
contig_277	42309	3	-	-	1	both	277
contig_278	112808	5	-	-	1	both	278
contig_279	80252	5	-	-	1	none	279,9801
contig_280	106618	6	-	-	1	right	2185,6398,-16958,280
contig_281	20027	3	-	-	1	none	11248,11248,11248,11248,11248,11248,281
contig_282	25208	4	-	-	1	left	282,-9097
contig_283	32406	4	-	-	1	left	283,-15054,1574
contig_284	168165	4	-	-	1	none	1179,13598,284
contig_285	13553	4	-	-	1	left	285
contig_287	443401	5	-	-	1	left	287
contig_288	130871	4	-	-	1	right	288
contig_289	204778	4	-	-	1	none	289
contig_290	92701	4	-	-	1	none	290,13686
contig_292	193010	5	-	-	1	none	292,-4245
contig_293	191615	3	-	-	1	both	293
contig_294	31425	3	-	-	1	both	294
contig_295	8283	4	-	-	1	both	295
contig_296	26265	4	-	-	1	left	296,16251
contig_298	52227	6	-	-	1	both	298
contig_299	54952	3	-	-	1	none	299
contig_301	66771	5	-	-	1	none	-15150,16177,301,-15054,4714
contig_303	85328	3	-	-	1	right	303
contig_304	2021	3	-	-	1	both	304
contig_305	227123	4	-	-	1	none	16311,-16466,12339,11360,11,-14117,-11373,-16466,12339,305,-10493
contig_306	89641	4	-	-	1	none	3949,3949,4792,4792,4792,306
contig_308	87334	5	-	-	1	left	308
contig_309	98827	4	-	-	1	right	300,309
contig_310	82439	3	-	-	1	both	310
contig_311	45223	3	-	-	1	both	311
contig_313	163318	6	-	-	1	none	-312,313,-13247
contig_314	92657	4	-	-	1	right	-12745,314
contig_315	24596	3	-	-	1	none	315,-4107
contig_316	90635	5	-	-	1	none	316
contig_317	74111	3	-	-	1	right	-2239,317
contig_319	104523	3	-	-	1	both	319
contig_322	52146	4	-	-	1	right	322
contig_323	37114	3	-	-	1	both	323
contig_325	35166	4	-	-	1	right	-10933,10208,325,-6872
contig_326	56180	3	-	-	1	none	326,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113
contig_327	27998	3	-	-	1	both	327
contig_328	180353	4	-	-	1	both	328
contig_329	40144	3	-	-	1	none	329,-5043
contig_330	30235	3	-	-	1	both	330
contig_331	246530	3	-	-	1	left	331,4944
contig_332	37426	3	-	-	1	none	8685,-15658,332
contig_333	112036	3	-	-	1	right	-5624,14034,333
contig_334	52553	3	-	-	1	right	334
contig_335	264643	5	-	-	1	both	335
contig_336	126979	6	-	-	1	both	336
contig_337	466446	6	-	-	1	none	337
contig_338	297569	4	-	-	1	left	338
contig_339	156540	4	-	-	1	left	339,10204
contig_340	32000	4	-	-	1	none	8036,340
contig_341	191062	3	-	-	1	both	341
contig_342	155214	5	-	-	1	none	5887,5702,342
contig_343	115113	4	-	-	1	left	343,-16529,-16529,-16529,-16529
contig_345	49813	6	-	-	1	none	345,-10752,-5470,-3578,-11073,1810,5955
contig_347	28672	4	-	-	1	left	347,16458
contig_348	32421	5	+	-	1	none	348
contig_349	86832	4	-	-	1	right	4309,-4884,12749,-5343,-9246,-15735,-15735,5417,12386,12386,12386,-16297,349
contig_350	16123	4	-	-	1	left	350
contig_353	107623	6	-	-	1	none	-9505,14574,353,3812,14573
contig_354	126960	6	-	-	1	left	354,5629
contig_355	145091	5	-	-	1	left	-7658,355,-1554
contig_356	12250	3	-	-	1	left	356
contig_357	19427	4	-	-	1	both	357
contig_358	93863	4	-	-	1	none	10456,358,-13753
contig_359	110576	3	-	-	1	both	359
contig_360	58571	4	-	-	1	left	360
contig_361	139316	3	-	-	1	both	-2543,-12667,361
contig_362	89205	3	-	-	1	none	362,-6849
contig_363	30342	3	-	-	1	right	10200,363
contig_364	303096	3	-	-	1	both	364
contig_365	87315	2	-	-	1	left	365
contig_366	57421	3	-	-	1	both	366
contig_368	115105	4	-	-	1	left	368
contig_369	29686	4	-	-	1	right	5931,369
contig_370	124007	6	-	-	1	both	370
contig_372	174869	4	-	-	1	both	372
contig_373	19289	4	-	-	1	both	602,373
contig_374	376276	4	-	-	1	both	374
contig_375	4522	4	-	-	1	none	375
contig_376	24500	4	-	-	1	left	376,-8302,13232
contig_378	25040	3	-	-	1	none	378
contig_379	53401	6	-	-	1	none	379
contig_381	197623	5	-	-	1	right	381
contig_382	297686	4	-	-	1	both	382
contig_383	76461	3	-	-	1	left	14065,383
contig_384	161977	3	-	-	1	none	384,16518,6396
contig_385	137039	3	-	-	1	none	11719,385,-15054,4714
contig_386	55586	4	-	-	1	both	386
contig_387	84038	5	-	-	1	none	387,-9008
contig_388	386262	5	-	-	1	both	388
contig_389	9741	3	-	-	1	none	9924,15019,389,-14710,-14710,-14710,-14710
contig_390	140316	4	-	-	1	left	390
contig_391	43905	3	-	-	1	left	391
contig_392	13042	3	-	-	1	left	392,9019
contig_393	67604	3	-	-	1	right	393
contig_394	205600	5	-	-	1	none	394
contig_395	22124	7	-	-	1	left	395,8486
contig_396	72011	3	-	-	1	right	396
contig_397	51084	3	-	-	1	both	10324,397
contig_400	24613	5	-	-	1	none	7549,400,-399,-15002,-15002,-15671,-15002,-15002,-15002,-15002
contig_402	34870	3	-	-	1	right	402
contig_403	39393	3	-	-	1	none	403
contig_404	7088	0	-	-	1	none	404,-13506
contig_405	163289	3	-	-	1	both	405
contig_406	171390	3	-	-	1	left	406
contig_407	66472	2	-	-	1	left	5663,407,-1871
contig_408	19634	3	-	-	1	right	408
contig_411	86808	5	-	-	1	left	411,-11147,-16791,15524,8242,-16791,9817,17029,8298
contig_412	60604	3	-	-	1	left	412,-11150
contig_413	133007	5	-	-	1	none	-8126,413
contig_414	238273	4	-	-	1	right	414,-5384,-7085
contig_415	52065	3	-	-	1	both	415
contig_416	27938	4	-	-	1	left	416
contig_417	143290	7	-	-	1	left	5188,417,13595
contig_418	57370	3	-	-	1	both	418
contig_419	95836	4	-	-	1	both	419
contig_420	159643	4	-	-	1	both	420
contig_421	202419	5	-	-	1	none	421
contig_422	114294	5	-	-	1	both	422
contig_423	30843	3	-	-	1	none	-7049,423
contig_426	7669	3	-	-	1	both	426
contig_428	89040	3	-	-	1	right	-2134,428
contig_430	86101	4	-	-	1	left	568,430
contig_432	116014	3	-	-	1	left	432,-9188,-9188,-9188,-9188,-9188,-9188,-9188,-9188,-9188
contig_433	48747	5	-	-	1	both	433
contig_434	45280	3	-	-	1	right	-11910,434
contig_435	51303	4	-	-	1	none	435
contig_436	86228	5	-	-	1	right	436
contig_437	70653	4	-	-	1	left	437,4130,13283
contig_439	70453	5	-	-	1	left	439
contig_440	51671	4	-	-	1	right	440
contig_441	99201	5	-	-	1	none	-8050,441,-6396
contig_442	43344	4	-	-	1	none	-2617,442,-17062
contig_443	42867	6	-	-	1	none	-5722,443,11999,-10756,10901,15961
contig_444	42873	4	-	-	1	none	444
contig_445	45458	3	-	-	1	left	445,11999,-10756,10901
contig_446	107529	3	-	-	1	right	-9495,-10901,10756,-11999,446,-9538
contig_447	18292	4	-	-	1	none	16736,-15120,-16181,16570,-10901,10756,-11999,447
contig_448	27522	4	-	-	1	right	-4765,448
contig_450	126958	3	-	-	1	right	450
contig_453	131484	5	-	-	1	both	453
contig_455	140870	3	-	-	1	right	455
contig_456	140623	4	-	-	1	none	456
contig_457	87965	5	-	-	1	left	457,8433
contig_458	49366	5	-	-	1	left	458
contig_459	177692	5	-	-	1	none	3680,15313,459,17110,16502,-12616,12568,-12211,7698
contig_460	112359	3	-	-	1	right	-9246,-15735,-15735,-15735,5417,12386,12386,12386,17095,460
contig_461	76861	6	-	-	1	both	461
contig_462	49367	4	-	-	1	none	-11609,462
contig_463	70426	5	-	-	1	right	463
contig_464	149847	5	-	-	1	both	464
contig_465	45546	3	-	-	1	none	465,27
contig_466	43173	6	-	-	1	none	6396,-10402,470,466,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,-16529,13380
contig_469	44015	3	-	-	1	both	469
contig_471	146736	4	-	-	1	none	-2397,-2397,-2397,-2397,-2397,-2397,-2397,-2397,471
contig_473	67871	3	-	-	1	right	-8883,473
contig_474	188509	5	-	-	1	none	16554,16554,16554,16554,16554,16554,16554,16554,16554,16554,16554,16554,474,-11324
contig_476	24516	3	-	-	1	right	-6798,476
contig_477	105097	4	-	-	1	both	477
contig_478	56198	3	-	-	1	left	478,16220
contig_479	41865	3	-	-	1	left	479,-16529,-16529,-16529,-16529,-16529
contig_480	492822	4	-	-	1	right	11551,-2221,-2221,-2221,-2221,-2221,-2221,-2221,480
contig_481	81625	4	-	-	1	right	481
contig_482	207656	5	-	-	1	right	9449,13272,482
contig_484	345626	5	-	-	1	left	484
contig_486	74882	3	-	-	1	none	486,-15825,-14261
contig_487	104077	4	-	-	1	none	756,487
contig_488	77003	7	-	-	1	none	-10764,488,1154,-13335
contig_489	36173	4	-	-	1	both	489
contig_490	34860	3	-	-	1	right	490
contig_491	40037	5	-	-	1	none	9158,-483,491,12578
contig_492	230466	4	-	-	1	left	492
contig_493	63089	3	-	-	1	both	493
contig_494	199403	5	-	-	1	right	-8264,494
contig_496	9206	4	-	-	1	none	-2221,-2221,-2221,-2221,-2221,-2221,496
contig_497	192091	5	-	-	1	none	-7244,497
contig_498	55718	3	-	-	1	both	498
contig_499	68295	4	-	-	1	left	499
contig_500	109599	4	-	-	1	left	500,16405
contig_501	40336	5	-	-	1	none	-11920,501
contig_502	24103	5	-	-	1	left	502
contig_503	34073	4	-	-	1	left	503,-10854
contig_504	60861	6	-	-	1	none	16898,504,-505,11455
contig_506	73266	5	-	-	1	both	506
contig_508	178973	4	-	-	1	none	-4887,14688,14688,14688,508
contig_509	73525	3	-	-	1	none	509,-5421
contig_513	120008	4	-	-	1	both	513
contig_514	34485	3	-	-	1	none	514
contig_515	113996	5	-	-	1	none	515
contig_516	21590	5	-	-	1	none	516,-15392,-14710,17163,-12371,6221
contig_517	31234	5	-	-	1	right	14268,517
contig_518	64657	4	-	-	1	left	518
contig_519	161146	5	-	-	1	none	519,-5763
contig_520	173071	4	-	-	1	right	520
contig_521	26801	5	-	-	1	left	521,10045
contig_523	56843	4	-	-	1	both	523
contig_524	230120	5	-	-	1	none	524
contig_525	49771	4	-	-	1	left	525,7351
contig_527	17269	5	-	-	1	left	527,15145,-16363,-15054,1574
contig_528	74622	6	-	-	1	left	6202,528,-10576
contig_529	89103	4	-	-	1	left	529,-11360,-12339,-12339,16466
contig_530	410722	4	-	-	1	both	530
contig_531	184514	5	-	-	1	none	8612,531,8710,11920,11920,1392
contig_532	61310	5	-	-	1	left	532,14998
contig_533	38018	4	-	-	1	none	16554,16554,16554,16554,16554,16554,16554,-17009,-7583,16360,533
contig_534	186264	5	-	-	1	right	534
contig_535	70397	5	-	-	1	both	535
contig_537	135725	5	-	-	1	left	537,1288
contig_538	114759	3	-	-	1	none	3949,4792,4792,5159,8946,-6783,-7802,-15150,3949,3949,538,15745,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,-11248,15745
contig_539	91686	3	-	-	1	both	539
contig_540	35047	3	-	-	1	right	540
contig_541	141198	6	-	-	1	left	541,-8156,5348,10838
contig_542	560933	5	-	-	1	both	542
contig_543	48548	3	-	-	1	none	961,1510,1163,5791,-4223,543
contig_544	128891	4	-	-	1	left	544,16503
contig_545	232309	6	-	-	1	left	545,-5421
contig_547	865554	6	-	-	1	right	547
contig_548	163685	4	-	-	1	none	4861,548,6463,-1112
contig_549	44517	4	-	-	1	left	549,-12449,6473,-12449
contig_555	33675	4	-	-	1	both	555
contig_556	31587	4	-	-	1	right	-13366,-7862,-16490,12749,-5343,-9246,-15735,-15735,5417,12386,12386,12386,-16297,556
contig_557	91230	3	-	-	1	right	1470,-16386,557
contig_560	828849	5	-	-	1	left	560,-9600,15323
contig_561	172268	4	-	-	1	right	561
contig_562	97642	5	-	-	1	left	562
contig_563	35817	4	-	-	1	both	563
contig_564	88559	4	-	-	1	right	16505,564,-4802
contig_565	50116	4	-	-	1	both	565
contig_566	31246	3	-	-	1	left	566
contig_567	45772	6	-	-	1	right	567
contig_570	198385	3	-	-	1	right	570
contig_571	40326	1	-	-	1	right	571
contig_572	3161	6	-	-	1	both	572
contig_573	7148	6	-	-	1	both	573
contig_574	178784	4	-	-	1	both	574
contig_575	318234	5	-	-	1	none	575
contig_576	6105	1	-	-	1	both	576
contig_577	43894	4	-	-	1	both	577
contig_578	103438	3	-	-	1	none	578
contig_580	380248	7	-	-	1	left	580,11569
contig_581	50959	3	-	-	1	both	581
contig_582	92259	4	-	-	1	none	-13338,582,-11713
contig_583	2629	5	-	-	1	both	583
contig_585	174879	3	-	-	1	none	585,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113,-17113
contig_586	27363	5	-	-	1	none	13352,586,10582
contig_587	29153	4	-	-	1	none	589,587
contig_590	89565	5	-	-	1	right	-15735,-15735,5417,12386,12386,-16297,590
contig_591	98413	4	-	-	1	both	591
contig_592	65386	5	-	-	1	right	592
contig_593	64963	3	-	-	1	left	593
contig_594	100039	4	-	-	1	both	594
contig_595	126762	4	-	-	1	right	595
contig_596	256856	4	-	-	1	right	596
contig_597	7089	4	-	-	1	both	597
contig_598	107647	3	-	-	1	left	598
contig_600	77516	5	-	-	1	both	600
contig_601	95582	4	-	-	1	left	601,12874
contig_604	151894	4	-	-	1	both	604
contig_606	2194	3	-	-	1	both	606
contig_607	54471	6	-	-	1	none	-1574,11108,607,12604,7146
contig_608	8912	4	-	-	1	both	608
contig_609	1687	4	-	-	1	both	609
contig_613	14500	4	-	-	1	left	613
contig_614	7767	3	-	-	1	both	614
contig_615	7133	3	-	-	1	both	615
contig_616	79918	3	-	-	1	left	616
contig_617	147631	5	-	-	1	none	617
contig_618	62737	5	-	-	1	left	618
contig_620	44575	3	-	-	1	both	620
contig_621	56145	4	-	-	1	both	621
contig_622	31742	3	-	-	1	right	622
contig_624	44816	4	-	-	1	right	-3587,-16490,12749,-5343,-9246,-15735,-15735,-15735,5417,11453,12386,12386,624
contig_625	35679	3	-	-	1	left	625
contig_626	68363	4	-	-	1	right	16860,11966,626
contig_627	66878	5	-	-	1	none	627
contig_628	96504	6	-	-	1	none	628,-6167,11225,-11955
contig_629	35167	3	-	-	1	right	629
contig_630	178442	6	-	-	1	left	630,13542
contig_631	87968	4	-	-	1	left	631,-6785
contig_632	42525	5	-	-	1	none	-12935,632,-1679,655,-15142,-6403
contig_635	68051	3	-	-	1	none	635,-15970
contig_636	111341	5	-	-	1	none	3795,636,4695
contig_637	102378	5	-	-	1	both	637
contig_638	153610	4	-	-	1	none	14624,638
contig_640	59002	6	-	-	1	none	-13283,-1574,7771,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,14688,640
contig_641	565521	4	-	-	1	left	641,9740
contig_644	252163	5	-	-	1	right	12682,644
contig_645	41150	5	-	-	1	left	645,-8559
contig_646	67959	3	-	-	1	left	646,3812
contig_647	67822	3	-	-	1	left	647
contig_649	55634	5	-	-	1	right	649
contig_650	102974	4	-	-	1	right	650
contig_651	129563	3	-	-	1	none	651,-5473,-5917,13002,15058,10698
contig_652	175259	3	-	-	1	left	652,12461
contig_653	67039	3	-	-	1	right	653
contig_654	37886	3	-	-	1	both	654
contig_656	9501	4	-	-	1	both	656
contig_657	68403	4	-	-	1	right	17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,17113,657
contig_659	58076	3	-	-	1	right	659
contig_660	402274	5	-	-	1	both	660
contig_661	62108	4	-	-	1	both	661
contig_662	154578	4	-	-	1	right	-1574,13155,13155,13155,16619,662
contig_663	74367	3	-	-	1	both	663
contig_664	60704	3	-	-	1	left	664
contig_665	135988	3	-	-	1	left	665,-16766,-16554,-16554,-16554,-16554,13322
contig_666	153349	5	-	-	1	none	666
contig_667	78409	6	-	-	1	right	796,667
contig_669	17231	3	-	-	1	none	669
contig_670	41889	4	-	-	1	none	6396,-10402,470,670,-13832
contig_671	25133	3	-	-	1	none	14812,671,10181
contig_672	183846	4	-	-	1	both	672
contig_673	208455	6	-	-	1	both	673
contig_675	47173	3	-	-	1	left	675,-3464
contig_676	44280	7	-	-	1	none	676
