# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /rhome/arajewski/bigdata/Datura/2_MaSuRCA333/flye/assembly.fasta -o Dstr_v1.1 -l /srv/projects/db/BUSCO/v9/embryophyta_odb9/ -m genome -c 16 -z -sp tomato
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG093602RY	Complete	contig_477	118806	126028	1383.8	707
EOG093602S0	Complete	contig_4781	128967	139635	1126.7	611
EOG093602SP	Complete	contig_14750	19037	37168	685.6	634
EOG093602SW	Complete	contig_8444	44668	47202	945.7	635
EOG093602T8	Complete	contig_1648	212527	217472	899.1	503
EOG093602TY	Missing
EOG093602U5	Complete	contig_705	291600	294487	1191.1	663
EOG093602UL	Missing
EOG093602V4	Missing
EOG093602VC	Complete	contig_197	66078	68978	1177.8	637
EOG093602VE	Missing
EOG093602VI	Complete	contig_8967	98148	107779	1150.7	648
EOG093602WA	Complete	contig_6051	19839	22403	1060.0	671
EOG093602X4	Complete	contig_11597	249830	254163	894.2	636
EOG093602XV	Complete	contig_184	86152	91552	980.6	616
EOG093602XZ	Complete	contig_9936	8953	12787	1141.5	685
EOG093602Y5	Missing
EOG093602Y9	Complete	contig_3151	31166	42969	1137.6	630
EOG093602YD	Complete	contig_2510	227438	232648	1055.3	640
EOG093602Z8	Complete	contig_2187	150859	166133	1197.8	617
EOG093602ZN	Complete	contig_11695	102448	110329	920.7	583
EOG09360300	Complete	contig_12155	46177	49036	903.7	523
EOG09360317	Complete	contig_9603	81683	93692	1357.1	641
EOG0936031D	Missing
EOG0936031Y	Complete	contig_2254	216481	222579	1323.0	786
EOG0936032C	Complete	contig_14771	167544	174068	338.7	461
EOG0936032P	Complete	contig_1785	37720	41775	1265.9	804
EOG0936033H	Complete	contig_13045	35399	40287	993.4	691
EOG0936033V	Complete	contig_3061	3686	24367	1153.5	668
EOG09360353	Complete	contig_3565	190571	200913	1123.7	693
EOG09360358	Complete	contig_10340	124070	132309	1070.4	597
EOG0936035H	Complete	contig_3781	16426	18820	965.1	549
EOG0936035T	Complete	contig_2746	628049	634328	1345.6	721
EOG0936035U	Complete	contig_2700	300909	308045	1040.1	559
EOG0936036G	Complete	contig_876	140866	161054	978.7	639
EOG0936036H	Complete	contig_13060	25575	28423	1259.9	702
EOG0936036V	Complete	contig_876	302169	311241	1107.3	800
EOG0936037E	Complete	scaffold_6269	1495	5037	928.7	503
EOG0936037T	Complete	contig_5715	36594	44241	839.3	795
EOG0936037Y	Fragmented	contig_3066	1	8646	268.4	199
EOG09360383	Complete	contig_14540	82162	99731	665.3	587
EOG0936038D	Complete	contig_14909	48001	55344	1435.8	664
EOG0936038M	Missing
EOG0936038S	Complete	contig_2010	378766	385982	1199.1	621
EOG0936038Z	Complete	contig_1102	553907	559029	1146.7	725
EOG09360391	Missing
EOG09360394	Missing
EOG093603DJ	Missing
EOG093603DO	Complete	contig_12913	34471	37202	1137.6	988
EOG093603EX	Missing
EOG093603F5	Complete	contig_428	115059	121344	1217.0	744
EOG093603FC	Complete	scaffold_9862	444883	457199	1225.3	655
EOG093603FG	Missing
EOG093603FS	Complete	contig_1124	194091	202107	1032.7	634
EOG093603GP	Complete	contig_1439	50517	52927	1162.1	623
EOG093603H7	Complete	contig_10382	24364	26910	952.8	602
EOG093603HD	Complete	contig_7704	52795	58329	1193.9	604
EOG093603I2	Complete	contig_2719	181649	192422	982.9	558
EOG093603IB	Complete	contig_527	128995	151479	926.9	683
EOG093603IM	Complete	contig_3200	37823	41052	1033.2	630
EOG093603J1	Complete	contig_2244	209124	216316	1222.2	650
EOG093603J5	Complete	contig_8603	310964	313343	919.6	626
EOG093603JD	Duplicated	contig_10708	222182	224877	577.7	639
EOG093603JD	Duplicated	contig_12039	21494	24259	573.4	633
EOG093603JD	Duplicated	contig_2806	13121	15687	588.4	634
EOG093603K3	Complete	contig_12561	58105	67835	1209.2	676
EOG093603K7	Missing
EOG093603K9	Complete	contig_936	103809	123083	1177.0	859
EOG093603KJ	Complete	contig_4965	45274	52066	986.3	610
EOG093603LQ	Complete	contig_4933	56839	68900	864.4	652
EOG093603M5	Complete	contig_3705	33557	53374	1255.3	612
EOG093603MT	Complete	contig_3333	28201	50516	1037.2	572
EOG093603NH	Complete	contig_6331	286374	298275	1130.4	573
EOG093603OJ	Complete	contig_1802	274504	279987	879.5	565
EOG093603OL	Complete	contig_8226	164561	199451	1124.4	585
EOG093603OR	Complete	contig_12424	45808	52151	1194.3	745
EOG093603OV	Complete	contig_3231	43801	51977	1090.6	636
EOG093603PK	Complete	contig_3949	2000	32169	584.9	458
EOG093603PO	Complete	contig_8330	2688	15427	1044.2	610
EOG093603PW	Complete	contig_12687	218566	229959	955.1	536
EOG093603QH	Complete	contig_5022	298549	311727	1217.7	783
EOG093603QQ	Complete	contig_3851	30399	38461	1124.8	600
EOG093603QT	Complete	contig_3009	156146	158546	1018.8	578
EOG093603RD	Complete	contig_4078	115058	123308	963.3	566
EOG093603RW	Complete	contig_2519	148916	157229	1024.5	636
EOG093603SM	Complete	contig_7746	83117	87524	1015.3	602
EOG093603SR	Complete	contig_13398	52152	72188	961.6	501
EOG093603SX	Complete	contig_4993	197990	200565	996.4	617
EOG093603T3	Complete	contig_2187	406265	409677	1089.3	641
EOG093603TE	Missing
EOG093603UO	Missing
EOG093603UU	Complete	contig_546	145761	185860	829.7	441
EOG093603UW	Complete	contig_1409	180372	188621	621.7	607
EOG093603VH	Complete	contig_240	568226	587092	1068.4	869
EOG093603VX	Complete	contig_4960	359594	363766	842.3	470
EOG093603VZ	Missing
EOG093603W4	Missing
EOG093603W7	Complete	contig_9172	36636	51604	1230.8	574
EOG093603WH	Complete	contig_4220	21537	24081	1047.4	665
EOG093603WZ	Complete	contig_435	25367	35955	1042.5	572
EOG093603XJ	Missing
EOG093603XO	Complete	contig_7564	176537	183961	665.1	537
EOG093603YN	Complete	contig_3797	87813	106769	1191.3	756
EOG093603Z1	Complete	contig_7964	230655	244003	1060.9	680
EOG093603ZW	Complete	contig_4339	292980	296802	918.0	547
EOG0936040G	Complete	contig_3534	194337	198686	1126.8	631
EOG0936041E	Complete	contig_2187	400508	402897	821.5	509
EOG0936041M	Missing
EOG0936041Q	Missing
EOG0936041Y	Fragmented	contig_2056	192727	198456	1038.6	518
EOG09360424	Complete	contig_9674	34080	37867	879.0	574
EOG0936042H	Complete	contig_2081	317859	332625	637.5	486
EOG0936042R	Complete	contig_15128	10975	13447	1037.8	600
EOG09360439	Complete	contig_14822	42179	63037	1027.3	559
EOG0936043P	Complete	contig_9857	2166	8103	913.2	549
EOG0936043U	Complete	contig_1718	81822	87630	1255.6	553
EOG0936044V	Complete	contig_3699	82624	85018	888.4	551
EOG0936045K	Complete	contig_10406	83725	86830	869.5	544
EOG0936046G	Complete	contig_591	297830	301522	1050.3	568
EOG0936047E	Complete	contig_1439	23642	30648	971.5	480
EOG0936048K	Complete	contig_4339	272848	284701	1001.2	530
EOG09360490	Complete	contig_3074	336117	340303	1067.5	664
EOG0936049L	Complete	scaffold_1861	90994	93194	970.8	567
EOG093604AJ	Complete	contig_10107	10196	16425	748.8	524
EOG093604B8	Duplicated	contig_8942	66308	76717	1389.6	737
EOG093604B8	Duplicated	contig_8942	9756	20672	1389.6	737
EOG093604BC	Complete	contig_10897	19802	27268	1192.8	546
EOG093604C7	Complete	contig_13142	12831	21479	919.9	532
EOG093604CE	Complete	contig_1648	203895	211919	801.1	505
EOG093604D2	Complete	contig_4078	149920	152564	1162.2	743
EOG093604D4	Complete	contig_2660	88906	108647	905.0	536
EOG093604D9	Complete	contig_11283	239645	258164	1211.5	646
EOG093604DG	Complete	contig_3940	11046	15597	980.5	575
EOG093604DM	Missing
EOG093604F0	Duplicated	contig_13079	9396	12243	349.9	413
EOG093604F0	Duplicated	contig_7211	64871	68465	404.8	401
EOG093604F6	Complete	contig_7533	121915	132744	882.0	592
EOG093604FE	Complete	contig_4187	95370	100567	1150.7	601
EOG093604FM	Complete	contig_2157	48663	63019	985.7	609
EOG093604HB	Complete	contig_8010	18836	25610	1163.7	623
EOG093604HD	Complete	contig_1344	276437	278937	807.5	482
EOG093604HI	Missing
EOG093604HK	Complete	contig_2956	22235	39983	500.7	585
EOG093604HV	Complete	contig_8603	471950	474229	907.5	535
EOG093604IO	Complete	contig_10457	6595	8777	736.2	463
EOG093604JQ	Complete	contig_14335	90772	93116	1053.2	621
EOG093604JS	Missing
EOG093604JV	Missing
EOG093604K0	Complete	contig_2550	157471	168355	688.5	423
EOG093604KN	Complete	contig_1344	291249	293606	436.5	292
EOG093604LD	Complete	contig_2984	92154	98342	812.0	559
EOG093604LM	Complete	contig_2481	122339	134076	1216.6	808
EOG093604MP	Complete	scaffold_13496	234642	241499	1053.4	515
EOG093604MW	Complete	contig_1237	148533	164294	1007.9	529
EOG093604MY	Missing
EOG093604NO	Complete	contig_1369	109603	119428	1140.0	543
EOG093604OT	Complete	contig_3402	263375	269201	946.0	548
EOG093604P1	Missing
EOG093604P6	Complete	contig_3402	56608	71991	1048.2	530
EOG093604PT	Complete	contig_3688	24157	29367	731.5	391
EOG093604PU	Complete	contig_10248	110874	125375	1136.7	541
EOG093604QJ	Complete	contig_8091	43262	52951	1099.8	602
EOG093604R2	Complete	contig_960	316434	327559	1383.9	806
EOG093604R6	Complete	contig_1824	32828	34513	689.2	451
EOG093604R7	Complete	contig_14206	17019	24792	819.3	548
EOG093604RL	Complete	contig_1124	314495	327866	626.7	662
EOG093604SP	Complete	contig_1740	164038	176916	419.5	544
EOG093604T4	Complete	contig_11198	627988	633437	1043.7	492
EOG093604TP	Complete	contig_14887	221613	229089	808.4	762
EOG093604TS	Missing
EOG093604U7	Complete	contig_553	95885	108048	890.0	522
EOG093604UF	Complete	contig_838	205618	207774	741.2	505
EOG093604V6	Complete	contig_10847	71752	74425	777.0	505
EOG093604VR	Complete	contig_14887	171755	178485	390.6	475
EOG093604W6	Missing
EOG093604WD	Complete	contig_14977	135131	145741	971.3	489
EOG093604WH	Complete	contig_12373	42885	46998	980.4	530
EOG093604WU	Complete	contig_5022	261947	269564	661.7	530
EOG093604X5	Complete	contig_13854	100223	124006	827.3	472
EOG093604XX	Complete	contig_14335	72299	80086	796.0	475
EOG093604Y6	Complete	contig_10979	25298	57602	1025.9	554
EOG093604YC	Complete	contig_4710	87785	92270	878.7	483
EOG093604YI	Complete	contig_13755	119053	126901	873.8	485
EOG093604YO	Complete	contig_2007	59903	67020	1019.8	546
EOG093604Z0	Complete	contig_5208	85779	88076	766.6	468
EOG093604ZI	Complete	contig_9620	185578	190061	821.6	569
EOG093604ZR	Complete	contig_4145	38643	47999	711.2	619
EOG0936051T	Complete	contig_8980	83123	105855	877.2	447
EOG09360525	Complete	contig_1386	97537	105883	1099.6	491
EOG0936052S	Complete	contig_3410	406600	415974	803.4	499
EOG0936053E	Complete	contig_2089	328031	336479	760.0	489
EOG0936053F	Missing
EOG09360541	Missing
EOG09360548	Missing
EOG0936054G	Complete	contig_8361	32808	35191	965.6	526
EOG09360557	Complete	contig_8805	97139	105916	1057.8	535
EOG09360558	Complete	contig_8411	4126	11165	193.2	295
EOG0936055I	Complete	scaffold_1920	277726	293470	822.8	562
EOG0936055R	Complete	contig_2346	270428	280488	622.0	666
EOG0936056C	Duplicated	contig_14376	102343	109218	959.6	478
EOG0936056C	Duplicated	contig_2002	142655	148006	968.1	478
EOG0936056J	Complete	contig_2862	29472	38057	889.4	609
EOG0936057B	Complete	contig_1775	114301	142630	460.5	394
EOG09360595	Complete	contig_1364	103936	111984	860.3	548
EOG0936059C	Missing
EOG0936059L	Complete	contig_217	64490	73016	897.2	523
EOG093605A0	Complete	contig_11049	55775	61024	611.8	810
EOG093605AK	Complete	contig_311	108786	117609	1120.2	580
EOG093605BP	Complete	contig_2128	45146	64111	1070.5	679
EOG093605BU	Complete	contig_1237	88545	91858	1053.8	632
EOG093605C3	Complete	contig_9620	315067	317287	952.8	543
EOG093605CQ	Complete	contig_3061	233972	238350	729.2	480
EOG093605DD	Missing
EOG093605DE	Complete	contig_14771	44903	50946	969.2	591
EOG093605DF	Missing
EOG093605DG	Duplicated	contig_2301	116234	121379	1017.0	525
EOG093605DG	Duplicated	contig_5022	223276	228443	1047.4	531
EOG093605E3	Complete	contig_7687	234351	236819	996.6	560
EOG093605E8	Complete	contig_794	5266	11086	775.9	434
EOG093605E9	Complete	contig_9603	54789	74316	554.4	483
EOG093605FL	Complete	contig_8232	165600	169851	463.5	420
EOG093605GO	Complete	contig_477	177463	179998	961.8	623
EOG093605I3	Complete	contig_2637	160837	163247	940.7	617
EOG093605IQ	Complete	contig_4367	159901	166180	948.1	552
EOG093605IT	Complete	contig_11764	16643	21940	1086.0	728
EOG093605J6	Complete	contig_10119	5591	12667	1022.3	489
EOG093605K4	Complete	contig_3008	221000	233717	597.8	428
EOG093605M5	Complete	contig_5923	8546	24632	1038.1	562
EOG093605ME	Complete	contig_7339	86816	89808	851.4	466
EOG093605MM	Missing
EOG093605MS	Complete	contig_1557	235120	240324	717.7	478
EOG093605MY	Complete	contig_1326	237185	239813	1073.5	610
EOG093605NL	Complete	contig_2462	211837	223955	660.4	405
EOG093605OJ	Complete	contig_2481	74067	79459	740.5	527
EOG093605OT	Missing
EOG093605PB	Missing
EOG093605PH	Complete	contig_6160	156536	176557	419.2	394
EOG093605PR	Complete	contig_2240	25678	31578	679.9	550
EOG093605PS	Complete	contig_2165	49234	55992	868.0	486
EOG093605QW	Complete	contig_982	171432	175067	869.5	440
EOG093605R5	Missing
EOG093605RH	Duplicated	contig_14535	9356	15821	609.2	600
EOG093605RH	Duplicated	contig_4332	68942	73852	580.2	498
EOG093605RL	Complete	contig_10050	65193	74491	1057.9	504
EOG093605SE	Complete	contig_397	159773	167496	280.5	370
EOG093605T0	Complete	contig_9083	14299	33156	970.9	507
EOG093605TB	Complete	contig_5051	136807	147507	781.9	511
EOG093605TG	Complete	contig_886	351744	379275	998.6	493
EOG093605TN	Missing
EOG093605TV	Complete	contig_12148	424122	431555	671.8	412
EOG093605UA	Complete	contig_10954	41053	43742	838.0	499
EOG093605UB	Complete	contig_14593	459671	462005	732.8	441
EOG093605UZ	Complete	contig_553	148213	151553	862.5	481
EOG093605VA	Missing
EOG093605VH	Complete	contig_1369	73643	83381	1113.2	562
EOG093605XN	Missing
EOG093605XW	Complete	contig_11404	24521	42263	526.5	497
EOG093605Y2	Complete	contig_962	237932	240810	878.1	538
EOG093605YJ	Complete	contig_11976	92796	118731	1008.9	554
EOG093605YX	Complete	contig_8603	341620	344528	759.5	434
EOG093605ZP	Complete	contig_1450	87664	98016	1033.9	493
EOG09360604	Complete	contig_10382	41294	44503	628.0	461
EOG09360607	Complete	contig_8603	673732	675966	904.3	494
EOG0936060Z	Missing
EOG0936061C	Missing
EOG0936063C	Complete	contig_3107	2110	4070	566.2	584
EOG09360640	Complete	contig_14252	60236	62423	986.3	507
EOG0936064Q	Complete	contig_1646	161039	165613	740.0	421
EOG0936065V	Complete	contig_11341	36590	71987	539.4	372
EOG0936066R	Complete	contig_986	282021	289529	958.2	504
EOG0936066T	Complete	contig_9909	227730	234321	1116.0	605
EOG0936066Y	Complete	contig_409	57707	74516	1054.5	481
EOG09360676	Complete	contig_2999	131913	136184	901.7	470
EOG09360677	Complete	contig_2700	235333	253300	762.6	447
EOG09360679	Complete	contig_1810	43438	52121	715.9	417
EOG0936067H	Missing
EOG0936068L	Complete	contig_7770	41412	61897	1011.9	472
EOG0936068S	Complete	contig_12523	45535	48235	639.8	447
EOG0936069Q	Missing
EOG0936069S	Missing
EOG0936069X	Missing
EOG093606A7	Complete	contig_5676	76988	82065	993.7	477
EOG093606AC	Complete	contig_5707	18460	20361	739.7	442
EOG093606C9	Complete	contig_14832	49849	66229	937.0	541
EOG093606CH	Fragmented	contig_393	349455	358848	707.1	336
EOG093606CI	Complete	contig_2143	511415	516738	1010.6	484
EOG093606CK	Missing
EOG093606D1	Complete	contig_3562	15013	24482	928.0	557
EOG093606G1	Complete	contig_14393	101800	108629	893.0	424
EOG093606G2	Complete	contig_2746	692130	694387	872.8	484
EOG093606GA	Complete	contig_12148	373359	375482	772.1	437
EOG093606K5	Missing
EOG093606KG	Complete	contig_5139	31565	37437	616.9	393
EOG093606KR	Complete	contig_10726	22016	27508	1021.0	575
EOG093606L0	Complete	contig_2977	1	2847	320.4	252
EOG093606L8	Complete	contig_1029	41175	43962	491.0	398
EOG093606LZ	Missing
EOG093606MV	Missing
EOG093606MY	Complete	contig_639	234852	251718	1146.3	615
EOG093606N3	Complete	contig_5607	104173	108596	902.8	433
EOG093606NA	Complete	contig_6736	3076	11205	881.3	462
EOG093606ND	Complete	contig_2081	236369	244293	516.5	367
EOG093606NL	Missing
EOG093606O6	Complete	contig_2187	166875	170577	942.7	557
EOG093606O8	Missing
EOG093606O9	Fragmented	contig_3054	1	1762	369.7	176
EOG093606OC	Complete	contig_8200	32349	57714	1720.5	911
EOG093606Q8	Missing
EOG093606QR	Complete	contig_295	62651	65781	742.2	460
EOG093606RM	Missing
EOG093606RP	Complete	contig_9645	97180	111688	386.3	211
EOG093606S1	Complete	contig_707	217298	223849	885.0	504
EOG093606ST	Complete	contig_1648	594057	599998	775.7	440
EOG093606SW	Complete	contig_4017	17235	87480	946.5	464
EOG093606T7	Complete	contig_15033	71272	82546	941.9	528
EOG093606UJ	Complete	contig_9408	22388	25724	656.7	398
EOG093606UT	Complete	contig_2760	47327	52760	764.1	408
EOG093606VV	Missing
EOG093606VY	Complete	contig_13911	19530	21401	726.9	403
EOG093606W4	Duplicated	contig_2993	433396	442340	530.4	494
EOG093606W4	Duplicated	contig_2993	442405	450910	541.3	496
EOG093606YS	Complete	contig_2324	381875	388403	775.2	433
EOG093606ZH	Missing
EOG093606ZK	Complete	contig_14935	18308	20848	718.4	450
EOG0936070D	Missing
EOG0936070W	Duplicated	contig_2736	14146	17480	727.2	492
EOG0936070W	Duplicated	contig_595	299584	303734	737.1	486
EOG0936070W	Duplicated	contig_6693	1	8387	763.0	498
EOG0936071Y	Missing
EOG09360720	Complete	contig_10708	225143	234295	910.4	437
EOG09360725	Complete	contig_9631	25265	34905	517.4	414
