# BUSCO version is: 3.0.2 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /opt/linux/centos/7.x/x86_64/pkgs/busco/3.0.2/scripts/run_BUSCO.py -i /rhome/arajewski/bigdata/Datura/2_ABySS/k_97/Dstr_v1.3_k97-scaffolds.fa -o Dstr_v1.3_k97 -l /srv/projects/db/BUSCO/v9/embryophyta_odb9/ -m genome -c 16 -z -sp tomato
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG09360236	Fragmented	1123287	1	3248	313.7	189
EOG0936023S	Complete	8341493	865	8425	1446.8	859
EOG0936024P	Complete	8266264	1	6214	1190.6	654
EOG0936024U	Complete	5809293	2280	6747	600.3	382
EOG09360254	Complete	8343647	4919	7737	1118.6	696
EOG09360259	Complete	8303152	963	6347	1166.5	683
EOG0936025H	Complete	1921407	1	4287	1213.3	688
EOG0936025L	Complete	5599435	1	8031	1149.6	693
EOG0936026P	Complete	8333666	5028	7842	999.7	701
EOG0936026R	Complete	8289253	1088	7709	598.9	539
EOG0936026Z	Complete	8350454	38	2458	1043.8	654
EOG0936027I	Complete	253678	1643	4447	1083.4	654
EOG0936028K	Complete	8320059	1	7737	718.2	548
EOG0936028O	Complete	6185835	1	4632	288.1	355
EOG0936028V	Complete	8282612	696	3589	1054.3	699
EOG09360296	Missing
EOG093602A0	Fragmented	8306005	842	3556	1272.2	649
EOG093602C3	Complete	4835971	86	2617	984.5	605
EOG093602CL	Missing
EOG093602E8	Missing
EOG093602EO	Complete	8319460	1	4857	1110.1	522
EOG093602EU	Fragmented	822568	1418	9861	865.5	516
EOG093602F2	Complete	5778429	4936	7687	1015.6	556
EOG093602FO	Complete	8340841	3656	6586	1216.3	720
EOG093602GP	Missing
EOG093602H1	Complete	930500	44	7565	1267.2	625
EOG093602HL	Complete	3863488	709	8557	1374.3	694
EOG093602I0	Fragmented	5507874	745	2652	698.0	382
EOG093602IG	Complete	8432623	106	9516	1360.0	846
EOG093602K0	Fragmented	8383324	1	5806	357.3	239
EOG093602KH	Complete	1388500	53	4974	1332.7	689
EOG093602KV	Complete	2932092	1	8953	1038.5	689
EOG093602LT	Fragmented	8438153	1	1204	107.2	121
EOG093602MY	Missing
EOG093602N6	Complete	8367282	2006	3906	868.2	491
EOG093602O1	Complete	8319983	8	4727	499.4	412
EOG093602OJ	Complete	8412448	2213	5217	956.5	669
EOG093602PW	Complete	6143886	2032	4309	799.8	530
EOG093602QH	Complete	8337489	874	3717	1208.6	651
EOG093602QV	Complete	8427092	919	6737	1444.3	699
EOG093602RY	Missing
EOG093602S0	Missing
EOG093602SP	Complete	8339674	4726	7700	1012.9	694
EOG093602SW	Duplicated	8355715	4516	7552	472.5	681
EOG093602SW	Duplicated	8435495	56	3470	504.0	734
EOG093602T8	Missing
EOG093602TY	Missing
EOG093602U5	Complete	5907169	1140	3847	1191.1	663
EOG093602UL	Missing
EOG093602V4	Missing
EOG093602VC	Complete	6288517	2	1969	1150.2	619
EOG093602VE	Complete	8276584	1	8144	700.0	484
EOG093602VI	Complete	1731567	1162	3537	1150.7	648
EOG093602WA	Complete	8426201	146	2500	1058.2	669
EOG093602X4	Complete	8326331	1202	4531	894.2	636
EOG093602XV	Missing
EOG093602XZ	Complete	8328485	296	3112	1141.5	685
EOG093602Y5	Missing
EOG093602Y9	Fragmented	8320540	3092	7391	758.8	418
EOG093602YD	Complete	1498773	2	3676	793.3	513
EOG093602Z8	Missing
EOG093602ZN	Missing
EOG09360300	Complete	5877092	496	2819	903.7	523
EOG09360317	Fragmented	8423046	11268	22165	1042.6	519
EOG0936031D	Complete	8395904	1	7157	985.7	686
EOG0936031Y	Complete	8304335	1290	4909	1323.2	786
EOG0936032C	Missing
EOG0936032P	Complete	1638038	116	4248	1264.4	800
EOG0936033H	Complete	6002331	392	3212	993.4	691
EOG0936033V	Fragmented	4396762	1	5174	256.5	195
EOG09360353	Complete	8339330	1	5987	1124.8	693
EOG09360358	Complete	8435675	1	3908	305.8	314
EOG0936035H	Complete	8415940	356	2849	965.1	549
EOG0936035T	Missing
EOG0936035U	Duplicated	8421922	2897	9637	649.5	523
EOG0936035U	Duplicated	8437873	7912	12957	675.2	540
EOG0936036G	Missing
EOG0936036H	Complete	5068765	66	2290	1057.5	616
EOG0936036V	Missing
EOG0936037E	Complete	8431193	136	3097	939.2	506
EOG0936037T	Complete	7211455	1	6727	767.2	751
EOG0936037Y	Fragmented	8333436	2981	4105	269.3	227
EOG09360383	Missing
EOG0936038D	Fragmented	8144700	1	4303	971.9	467
EOG0936038M	Fragmented	3880136	640	3672	596.4	349
EOG0936038S	Missing
EOG0936038Z	Complete	4779803	3745	6247	1146.7	725
EOG09360391	Complete	2268441	1	6787	1018.9	584
EOG09360394	Missing
EOG093603DJ	Missing
EOG093603DO	Complete	8256008	2150	4887	1137.6	988
EOG093603EX	Complete	6059704	1	2977	1088.7	626
EOG093603F5	Fragmented	7457567	86	3695	906.2	518
EOG093603FC	Missing
EOG093603FG	Missing
EOG093603FS	Complete	5165597	6133	9587	1032.7	634
EOG093603GP	Missing
EOG093603H7	Missing
EOG093603HD	Complete	8366732	355	4710	1194.5	604
EOG093603I2	Complete	2839086	625	3567	982.9	558
EOG093603IB	Missing
EOG093603IM	Complete	1500664	313	2640	1033.2	630
EOG093603J1	Fragmented	1150126	259	2282	997.9	502
EOG093603J5	Complete	8408715	2236	4621	919.6	626
EOG093603JD	Duplicated	335293	336	2760	540.6	628
EOG093603JD	Duplicated	7098119	436	2954	577.7	639
EOG093603JD	Duplicated	807925	226	2789	588.4	634
EOG093603K3	Fragmented	1571646	1	2863	672.6	364
EOG093603K7	Complete	8259352	6252	8141	589.9	357
EOG093603K9	Missing
EOG093603KJ	Complete	8302846	390	2437	942.3	567
EOG093603LQ	Missing
EOG093603M5	Missing
EOG093603MT	Missing
EOG093603NH	Fragmented	1576762	1	4754	632.5	356
EOG093603OJ	Fragmented	8314561	655	4306	772.9	488
EOG093603OL	Missing
EOG093603OR	Complete	1885904	206	6547	1194.3	745
EOG093603OV	Complete	8361509	1	3447	975.4	566
EOG093603PK	Fragmented	8292739	5429	12080	172.8	119
EOG093603PO	Complete	8381667	1846	11159	691.6	420
EOG093603PW	Missing
EOG093603QH	Missing
EOG093603QQ	Complete	6197053	94	6687	1125.5	600
EOG093603QT	Complete	4937691	811	2950	1018.8	578
EOG093603RD	Complete	8323634	475	8917	963.3	566
EOG093603RW	Fragmented	8379489	358	4147	676.1	421
EOG093603SM	Complete	8329678	236	4017	1015.3	602
EOG093603SR	Missing
EOG093603SX	Missing
EOG093603T3	Complete	8374313	479	3144	1097.3	622
EOG093603TE	Complete	7396687	1	5579	741.2	443
EOG093603UO	Missing
EOG093603UU	Missing
EOG093603UW	Complete	8292102	835	8867	621.7	607
EOG093603VH	Complete	4429893	1	6787	647.0	635
EOG093603VX	Missing
EOG093603VZ	Missing
EOG093603W4	Missing
EOG093603W7	Missing
EOG093603WH	Fragmented	3783087	1	983	559.9	310
EOG093603WZ	Fragmented	6204642	1	2673	643.2	342
EOG093603XJ	Complete	8338712	370	4557	461.9	738
EOG093603XO	Fragmented	8347394	1451	2981	408.3	304
EOG093603YN	Complete	7478109	1	13229	871.3	529
EOG093603Z1	Complete	8262769	1	3397	630.7	311
EOG093603ZW	Missing
EOG0936040G	Complete	8399677	3296	7647	1126.8	631
EOG0936041E	Complete	8418492	2876	5076	821.5	509
EOG0936041M	Missing
EOG0936041Q	Missing
EOG0936041Y	Fragmented	6687178	1	5195	926.5	464
EOG09360424	Complete	8294887	166	3284	879.0	574
EOG0936042H	Complete	8300796	2386	7637	715.2	442
EOG0936042R	Complete	8429676	3435	5907	1037.8	600
EOG09360439	Fragmented	3448713	1	4087	329.3	176
EOG0936043P	Complete	300698	1522	7417	913.2	549
EOG0936043U	Complete	8361325	2386	5952	1223.5	539
EOG0936044V	Complete	8433278	176	5745	887.1	551
EOG0936045K	Complete	3926416	696	3182	869.5	544
EOG0936046G	Complete	206917	1400	5097	1050.3	568
EOG0936047E	Fragmented	258379	1	3327	713.2	352
EOG0936048K	Missing
EOG09360490	Complete	8419651	128	3636	922.3	551
EOG0936049L	Complete	8111633	2047	4417	970.8	567
EOG093604AJ	Complete	1055383	1	4737	583.7	375
EOG093604B8	Complete	8300267	2	8114	1147.3	649
EOG093604BC	Missing
EOG093604C7	Complete	4108907	3678	9657	919.8	532
EOG093604CE	Fragmented	765954	3460	6324	469.9	274
EOG093604D2	Complete	6407502	8165	10807	1162.2	743
EOG093604D4	Missing
EOG093604D9	Missing
EOG093604DG	Complete	8351384	2176	3909	593.9	408
EOG093604DM	Complete	154452	2124	3557	487.6	369
EOG093604F0	Complete	1100681	1	2516	405.3	401
EOG093604F6	Fragmented	8392980	1302	9249	626.4	419
EOG093604FE	Complete	1007506	1216	5895	1084.7	558
EOG093604FM	Complete	8437931	1	8209	371.3	463
EOG093604HB	Complete	1110368	373	3412	1051.6	526
EOG093604HD	Complete	6920653	973	2949	807.5	482
EOG093604HI	Complete	8355124	1121	3181	926.1	553
EOG093604HK	Complete	6695759	386	3300	819.6	529
EOG093604HV	Complete	8402072	3695	5967	907.5	535
EOG093604IO	Complete	8197053	1158	3411	758.7	532
EOG093604JQ	Complete	8405037	186	2396	1053.2	621
EOG093604JS	Complete	8332041	591	8147	1131.7	539
EOG093604JV	Complete	1468478	2326	8067	1116.6	644
EOG093604K0	Complete	3356863	3503	10353	615.4	376
EOG093604KN	Fragmented	2409306	2671	4404	499.6	270
EOG093604LD	Complete	8402890	915	3145	812.0	559
EOG093604LM	Missing
EOG093604MP	Complete	583741	327	7577	1053.4	515
EOG093604MW	Fragmented	8437117	763	3930	556.8	283
EOG093604MY	Fragmented	8381646	1	3715	390.0	227
EOG093604NO	Complete	8256190	1	10437	1108.4	526
EOG093604OT	Complete	4427769	1741	6442	946.0	548
EOG093604P1	Missing
EOG093604P6	Complete	8354815	1	5426	492.6	278
EOG093604PT	Fragmented	5644546	4026	6762	372.7	173
EOG093604PU	Complete	3171547	1	10247	1070.9	509
EOG093604QJ	Complete	6484287	713	6617	1010.5	536
EOG093604R2	Complete	4335834	1	5887	963.1	603
EOG093604R6	Complete	4680090	6401	7866	635.2	407
EOG093604R7	Complete	8278317	1	4657	423.9	256
EOG093604RL	Missing
EOG093604SP	Complete	8301615	839	12547	420.1	544
EOG093604T4	Complete	1974647	356	5796	1043.7	492
EOG093604TP	Complete	8371581	488	6455	808.5	547
EOG093604TS	Missing
EOG093604U7	Complete	8356343	1	6997	694.0	409
EOG093604UF	Complete	8358659	1548	3957	741.2	505
EOG093604V6	Complete	8333640	6350	8407	777.0	505
EOG093604VR	Complete	4113961	12	2787	287.7	305
EOG093604W6	Missing
EOG093604WD	Fragmented	3383699	676	7245	806.6	403
EOG093604WH	Complete	8362304	3647	6057	980.4	530
EOG093604WU	Complete	8393593	6556	13263	545.8	392
EOG093604X5	Missing
EOG093604XX	Fragmented	3443141	1	2753	329.2	235
EOG093604Y6	Fragmented	7228646	1433	4327	724.7	375
EOG093604YC	Complete	5123365	696	2543	631.7	388
EOG093604YI	Missing
EOG093604YO	Fragmented	5813092	748	2386	331.9	186
EOG093604Z0	Complete	5980278	2433	4457	766.6	468
EOG093604ZI	Complete	8423923	538	5017	821.6	569
EOG093604ZR	Complete	8383250	831	4977	711.9	619
EOG0936051T	Fragmented	8410539	6870	11421	454.6	236
EOG09360525	Fragmented	5817051	1	5714	725.1	341
EOG0936052S	Complete	8389023	7747	13297	804.1	514
EOG0936053E	Missing
EOG0936053F	Fragmented	1793797	1	4379	522.2	281
EOG09360541	Complete	8425750	2915	5687	1049.5	612
EOG09360548	Missing
EOG0936054G	Complete	8286551	7136	9647	965.6	526
EOG09360557	Complete	8269904	756	7777	901.6	457
EOG09360558	Complete	8413181	413	4907	199.6	323
EOG0936055I	Complete	8366725	1	10195	808.7	511
EOG0936055R	Complete	1900884	1	6590	624.6	664
EOG0936056C	Complete	8419873	3301	7817	965.9	462
EOG0936056J	Fragmented	8376999	801	8628	772.9	496
EOG0936057B	Fragmented	8356708	342	2927	177.5	127
EOG09360595	Complete	1175604	1	3947	942.9	654
EOG0936059C	Complete	198663	489	4007	929.1	491
EOG0936059L	Complete	4458181	6	7101	740.6	488
EOG093605A0	Complete	5816363	855	3122	635.3	413
EOG093605AK	Complete	7439942	546	9181	1123.2	581
EOG093605BP	Fragmented	2922534	721	2998	498.3	286
EOG093605BU	Complete	6470064	1	1884	805.0	471
EOG093605C3	Complete	8390423	3454	5877	952.8	543
EOG093605CQ	Complete	8269645	1930	4367	728.5	480
EOG093605DD	Missing
EOG093605DE	Missing
EOG093605DF	Complete	1926174	1	3157	716.3	618
EOG093605DG	Duplicated	2031688	801	5222	1047.8	531
EOG093605DG	Duplicated	8342797	906	6097	1017.0	525
EOG093605E3	Complete	3074293	1515	4688	996.5	560
EOG093605E8	Complete	8360141	406	5849	775.9	434
EOG093605E9	Missing
EOG093605FL	Complete	8284002	1	3567	376.8	315
EOG093605GO	Missing
EOG093605I3	Complete	8432489	2086	4431	851.3	576
EOG093605IQ	Complete	8375477	1772	7378	948.1	552
EOG093605IT	Complete	3936718	1337	3997	1084.4	726
EOG093605J6	Complete	3966421	276	7360	1022.3	489
EOG093605K4	Fragmented	5927790	1	9297	224.4	217
EOG093605M5	Missing
EOG093605ME	Complete	5538176	3236	6065	851.4	466
EOG093605MM	Fragmented	8341111	5808	16710	344.6	404
EOG093605MS	Complete	4170038	1	5097	595.6	435
EOG093605MY	Complete	8322059	4655	7287	1073.5	610
EOG093605NL	Missing
EOG093605OJ	Complete	3624772	1	2247	736.6	525
EOG093605OT	Missing
EOG093605PB	Missing
EOG093605PH	Missing
EOG093605PR	Complete	8411852	2440	9367	231.8	292
EOG093605PS	Fragmented	8370082	1768	3827	632.6	367
EOG093605QW	Complete	8315598	1	3757	869.5	440
EOG093605R5	Complete	5167048	6768	9077	739.6	519
EOG093605RH	Complete	8345179	2154	4687	897.8	564
EOG093605RL	Fragmented	8367420	1	2427	401.2	219
EOG093605SE	Complete	8276478	1386	4627	280.5	370
EOG093605T0	Fragmented	1472570	1	3659	623.0	373
EOG093605TB	Fragmented	8379843	668	4906	553.0	321
EOG093605TG	Missing
EOG093605TN	Complete	1485866	3304	12027	789.6	462
EOG093605TV	Complete	3013866	962	6273	671.8	412
EOG093605UA	Complete	4360762	4495	7187	838.0	499
EOG093605UB	Complete	6636950	506	2637	732.7	441
EOG093605UZ	Complete	8428632	5370	8707	862.5	481
EOG093605VA	Complete	8275431	256	2565	921.2	582
EOG093605VH	Missing
EOG093605XN	Missing
EOG093605XW	Fragmented	454613	487	2886	414.7	298
EOG093605Y2	Complete	8371647	819	3328	833.1	498
EOG093605YJ	Missing
EOG093605YX	Fragmented	2860616	1	3937	653.5	382
EOG093605ZP	Missing
EOG09360604	Complete	7010805	1394	3867	628.0	461
EOG09360607	Missing
EOG0936060Z	Fragmented	8273511	2182	9876	276.3	166
EOG0936061C	Complete	5094955	2	3866	682.2	382
EOG0936063C	Complete	4672286	1	1937	840.0	522
EOG09360640	Complete	8411911	1506	3696	986.3	507
EOG0936064Q	Complete	1706274	1986	6560	740.0	421
EOG0936065V	Missing
EOG0936066R	Complete	1998692	2226	9619	860.6	451
EOG0936066T	Complete	8330858	1666	8255	1116.0	605
EOG0936066Y	Fragmented	547448	1	3021	437.4	210
EOG09360676	Complete	8431499	46	4324	901.7	470
EOG09360677	Fragmented	8435288	1725	8154	617.2	342
EOG09360679	Complete	622482	1	5149	466.8	266
EOG0936067H	Missing
EOG0936068L	Missing
EOG0936068S	Complete	8379306	318	3017	639.8	447
EOG0936069Q	Complete	5772357	136	2267	693.2	431
EOG0936069S	Missing
EOG0936069X	Complete	5352583	1	6625	857.2	462
EOG093606A7	Complete	8394767	2	4594	995.5	458
EOG093606AC	Complete	8350605	96	1996	739.7	442
EOG093606C9	Fragmented	8259037	1	2147	239.2	129
EOG093606CH	Fragmented	8282489	111	6916	706.6	339
EOG093606CI	Complete	8326054	6429	11747	1010.6	484
EOG093606CK	Fragmented	8284073	1	2766	371.9	274
EOG093606D1	Complete	8408857	9255	12217	768.9	439
EOG093606G1	Fragmented	8408881	1523	6413	600.3	291
EOG093606G2	Complete	8296310	1526	3806	872.8	484
EOG093606GA	Fragmented	8267281	4981	9491	758.3	435
EOG093606K5	Missing
EOG093606KG	Complete	523250	1	5854	616.9	393
EOG093606KR	Complete	8355625	499	2817	1022.9	575
EOG093606L0	Missing
EOG093606L8	Complete	1250694	1	2047	491.0	398
EOG093606LZ	Complete	2882428	1	2553	557.6	278
EOG093606MV	Complete	933291	1	2427	518.2	281
EOG093606MY	Fragmented	4896997	3132	7950	218.2	152
EOG093606N3	Duplicated	153845	676	3184	774.9	434
EOG093606N3	Duplicated	8344297	192	6507	833.0	432
EOG093606NA	Missing
EOG093606ND	Complete	8292771	1	5215	381.8	288
EOG093606NL	Complete	8396547	1670	5184	746.3	415
EOG093606O6	Complete	8349760	1	2271	943.6	557
EOG093606O8	Missing
EOG093606O9	Complete	2417660	671	7797	952.5	472
EOG093606OC	Missing
EOG093606Q8	Fragmented	3850916	1	3770	534.0	288
EOG093606QR	Complete	102164	1371	4597	712.8	430
EOG093606RM	Missing
EOG093606RP	Complete	8294104	72	8002	389.3	208
EOG093606S1	Complete	8386888	3453	6941	615.7	354
EOG093606ST	Missing
EOG093606SW	Missing
EOG093606T7	Fragmented	8359693	2241	6012	370.5	256
EOG093606UJ	Complete	5417785	88	2951	620.3	412
EOG093606UT	Complete	3941401	1	2312	713.1	380
EOG093606VV	Fragmented	8408533	8778	11907	376.0	201
EOG093606VY	Complete	5173986	1	1757	726.9	403
EOG093606W4	Duplicated	7270691	366	3904	612.7	501
EOG093606W4	Duplicated	7400801	279	4096	634.6	501
EOG093606YS	Fragmented	8299652	648	3909	323.1	214
EOG093606ZH	Complete	8430007	158	3941	579.9	360
EOG093606ZK	Complete	8412348	189	2025	718.4	450
EOG0936070D	Fragmented	8398219	1	4290	357.5	182
EOG0936070W	Complete	8309388	4690	9867	957.8	501
EOG0936071Y	Missing
EOG09360720	Fragmented	6442982	1	5414	576.5	298
EOG09360725	Complete	8437442	1	7986	487.7	343
EOG0936072X	Complete	3677688	1	4387	723.2	385
EOG0936072Y	Missing
EOG0936073E	Missing
EOG09360748	Fragmented	1479368	1	4939	475.6	265
EOG0936075Y	Complete	8412125	1716	6089	817.6	425
EOG0936076E	Fragmented	1027365	1439	12870	580.9	392
EOG0936076T	Complete	8410878	1966	9533	757.8	417
EOG0936077B	Complete	8298639	866	9943	665.6	396
EOG0936077I	Missing
EOG09360784	Complete	3353426	589	2487	673.9	439
EOG0936079H	Fragmented	3818054	421	7933	565.4	373
EOG0936079P	Complete	2757366	2	3236	507.8	459
EOG093607BZ	Complete	8437556	1	4757	634.7	339
EOG093607D0	Complete	8259942	1	5236	720.9	392
EOG093607E0	Complete	8395909	35	3133	1349.2	767
EOG093607E9	Complete	3733948	334	4777	800.0	441
EOG093607EA	Missing
EOG093607EB	Complete	8334837	66	7592	993.2	443
EOG093607EE	Fragmented	5189583	1	3559	490.9	413
EOG093607FC	Complete	8356926	956	5248	661.3	457
EOG093607FH	Complete	5625178	850	5459	552.8	375
EOG093607FL	Complete	8270499	44	4905	886.4	454
EOG093607GQ	Complete	6921992	1	7367	735.3	445
EOG093607HU	Complete	8381694	353	5920	902.4	446
EOG093607HY	Complete	638099	326	7083	567.4	393
EOG093607I5	Fragmented	1674627	1	7289	360.4	229
EOG093607I7	Complete	8358444	2096	6830	972.8	508
EOG093607J8	Complete	8308569	2265	4807	787.4	399
EOG093607KK	Complete	8378203	1870	4487	896.4	515
EOG093607LD	Complete	8420901	76	1760	732.7	437
EOG093607NG	Missing
EOG093607NQ	Complete	8410647	1	3353	574.3	494
EOG093607OL	Complete	8339008	1380	16007	844.8	418
EOG093607OO	Fragmented	4512593	1	2329	585.8	320
EOG093607OT	Complete	8428079	2386	4568	939.3	537
EOG093607OZ	Complete	8267246	726	9116	661.6	486
EOG093607PL	Complete	8269311	1846	3656	702.4	439
EOG093607PO	Missing
EOG093607QO	Missing
EOG093607RL	Complete	3446356	1	4417	515.9	375
EOG093607RN	Complete	8416901	1339	6317	480.0	361
EOG093607RU	Missing
EOG093607TC	Complete	8413732	76	6719	768.7	370
EOG093607TG	Complete	7332982	721	2450	924.5	450
EOG093607TH	Fragmented	6441837	1	3415	576.1	313
EOG093607U8	Complete	6370881	856	2598	718.2	436
EOG093607UA	Complete	8285371	14	2508	532.8	274
EOG093607UE	Complete	8293555	636	6589	866.4	509
EOG093607UJ	Complete	8404829	1752	9287	766.9	419
EOG093607UO	Complete	8420174	510	8026	778.4	445
EOG093607WA	Complete	8326051	2	2392	453.9	252
EOG093607WN	Missing
EOG093607XJ	Complete	1142519	48	8155	749.3	439
EOG093607YA	Complete	1564948	2	1767	717.4	400
EOG093607YB	Complete	8310591	9546	15027	772.2	410
EOG093607ZG	Complete	8269854	637	4489	670.5	371
EOG093607ZP	Missing
EOG093607ZT	Fragmented	2848966	1	3636	493.5	361
EOG09360803	Complete	8353190	246	2163	671.6	385
EOG09360806	Missing
EOG0936081F	Complete	8416909	3371	5107	699.1	415
EOG09360829	Fragmented	8355307	1	4142	198.8	135
EOG0936082I	Fragmented	8315702	3231	4866	299.9	183
EOG0936082J	Complete	8437201	1059	2833	612.1	417
EOG0936082K	Fragmented	8257321	1	3769	638.6	301
EOG0936082Y	Complete	8257830	2015	10947	719.3	429
EOG0936083D	Complete	5952728	3049	5437	682.8	495
EOG0936083O	Missing
EOG09360843	Complete	8388464	338	1919	528.0	381
EOG0936084P	Complete	5016483	125	1711	663.5	385
EOG0936084R	Complete	3269895	1997	4607	866.5	530
